tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_reunion,extra2_inscripcion,extra3_socios,lat,lon
Centro de jubilados,,,C JYP NAC DE ALTO VERDE,TUCUMAN,,,ALTO VERDE,"12 DE OCTUBRE 121, ALTO VERDE, TUCUMAN, Argentina",12 DE OCTUBRE 121,4153,,LUN. A VIE.  8 A 11 HS.,1998-05-19,300,,
Centro de jubilados,,,C JYP NAC DE ARCADIA,TUCUMAN,,,ARCADIA,"25 DE MAYO 8, ARCADIA, TUCUMAN, Argentina",25 DE MAYO 8,4147,,LUN. A VIE. 9 A 19 HS.,1991-08-29,400,,
Centro de jubilados,,,C JUBIPEN CONCEPCION,TUCUMAN,,,CONCEPCION,"GUEMES 336, CONCEPCION, TUCUMAN, Argentina",GUEMES 336,4146,,L-MA-J 17 A 20HS,1987-10-28,90,-27.316667,-65.333333
Centro de jubilados,,,ASOC NAC JYP FERROV Y DEMAS LEYES PREV,TUCUMAN,,,CONCEPCION,"INM CONCEP Y P. MENA 2880, CONCEPCION, TUCUMAN, Argentina",INM CONCEP Y P. MENA 2880,4146,,LUN. Y VIE. 8 A 12 HS.,1990-10-05,369,,
Centro de jubilados,,,C JYP NAC FRAY MAMERTO ESQUIU DE LA CIUDAD DE CONCEPCION,TUCUMAN,,,SAN MIGUEL DE TUCUMAN,"JUANA MANZO Y BS AS S/N, SAN MIGUEL DE TUCUMAN, TUCUMAN, Argentina",JUANA MANZO Y BS AS S/N,4146,,LUN. A VIE. 8 A 12 HS.,1995-10-20,335,,
Centro de jubilados,,,ASOC MUTUAL DE JYP NAC DE VILLA LA TRINIDAD,TUCUMAN,,,VILLA LA TRINIDAD,"COLON S/N, VILLA LA TRINIDAD, TUCUMAN, Argentina",COLON S/N,4151,,MAR. JUE. SAB. 18/20 HS.,1987-04-13,300,,
Centro de jubilados,,,ASOCIACION CIVIL CENTRO DE JYP SANTA RITA,TUCUMAN,,,LA TRINIDAD,"JUAN M. MENDEZ S/N, LA TRINIDAD, TUCUMAN, Argentina",JUAN M. MENDEZ S/N,4151,,LUN. A VIE.12 A 14 HS.,2010-05-05,74,,
Centro de jubilados,,,C JYP UNIDOS DE BELLA VISTA,TUCUMAN,,,BELLA VISTA,"9 DE JULIO 65, BELLA VISTA, TUCUMAN, Argentina",9 DE JULIO 65,4168,,LU. -MIE.- VI. 9 A 12 HS.,1985-01-30,390,,
Centro de jubilados,,,C JYP NAC DE HERRERA,TUCUMAN,,,CAMPO DE HERRERA,"ZONA RURAL S/N, CAMPO DE HERRERA, TUCUMAN, Argentina",ZONA RURAL S/N,4105,,L-M Y V 8/30 A 10/30 HS,1993-02-16,300,,
Centro de jubilados,,,C JYP NAC DE FAMAILLA,TUCUMAN,,,FAMAILLA,"SAN MARTIN 504, FAMAILLA, TUCUMAN, Argentina",SAN MARTIN 504,4132,,LU A SAB 8/12  15/18,1984-10-19,490,-27.0598884,-65.4077286
Centro de jubilados,,,CENTRO DE JYP NUESTRA  SEÑORA DEL CARMEN DE FAMAILLA,TUCUMAN,,,FAMAILLA,"SAN MARTIN  45, FAMAILLA, TUCUMAN, Argentina",SAN MARTIN  45,4132,,LUN A VIE 8/12 Y 14/18H,2001-05-20,290,-27.0598884,-65.4077286
Centro de jubilados,,,ASOC. CIVIL CTRO. DE REC. CULT. Y TURISMO LOS LAPACHOS PARA LA 3º EDAD,TUCUMAN,,,FAMAILLA,"BARTOLOME MITRE 646, FAMAILLA, TUCUMAN, Argentina",BARTOLOME MITRE 646,4132,,LU A VIE 8.30 A 12 HS,2008-06-06,51,-27.0552172,-65.4017187
Centro de jubilados,,,ASOC. CIVIL CTRO. DE JYP NAC. NUESTRA SEÑORA DE FATIMA,TUCUMAN,,,CAMPO DE HERRERA,"MANZANA C - CASA 13 S/N, CAMPO DE HERRERA, TUCUMAN, Argentina",MANZANA C - CASA 13 S/N,4105,,S/ DATO,2013-05-22,60,,
Centro de jubilados,,,C JYP NAC DE LULES,TUCUMAN,,,LULES,"ITALIA 147, LULES, TUCUMAN, Argentina",ITALIA 147,4125,,LUN. A VIE. 9 A 11 HS.,1984-10-10,378,,
Centro de jubilados,,,C JYP DE SAN PABLO,TUCUMAN,,,SAN PABLO,"AV. SAN MARTIN S/N, SAN PABLO, TUCUMAN, Argentina",AV. SAN MARTIN S/N,4129,,LUN. A VIE. 9 A 13 HS.,1984-05-31,460,,
Centro de jubilados,,,C JYP NAC DE GRANEROS,TUCUMAN,,,GRANEROS,"PTE. PERON S/N, GRANEROS, TUCUMAN, Argentina",PTE. PERON S/N,4159,,LUN. A SAB. 8/12-14/19 HS,1993-08-05,273,,
Centro de jubilados,,,C JYP NAC DE LA COCHA,TUCUMAN,,,LA COCHA,"SARMIENTO 55, LA COCHA, TUCUMAN, Argentina",SARMIENTO 55,4162,,LUN. MIE. VIE. 9 A 12 HS.,1988-12-10,210,,
Centro de jubilados,,,C JYP NAC DE LOS PIZARROS,TUCUMAN,,,LOS PIZARROS,"PJE 2 DE ABRIL  S/N, LOS PIZARROS, TUCUMAN, Argentina",PJE 2 DE ABRIL  S/N,4162,,ULTIMO VIERNES DEL MES,1994-01-11,160,,
Centro de jubilados,,,C JYP NAC DE LA MADRID,TUCUMAN,,,LA MADRID,"ALBERDI  S/N, LA MADRID, TUCUMAN, Argentina",ALBERDI  S/N,4176,,L-M Y J 17 A 20 HS,1992-04-14,246,,
Centro de jubilados,,,ASOC C JYP FERROV Y DEMAS LEYES PREV MUT-LA MADRID,TUCUMAN,,,LA MADRID,"AVELLANEDA   S/N, LA MADRID, TUCUMAN, Argentina",AVELLANEDA   S/N,4176,,LU. MIE. VI. 9 A 12  HS.,1995-03-01,300,,
Centro de jubilados,,,ASOCIACION CENTRO DE JYP CRUZ DEL SUR,TUCUMAN,,,TACO RALO,"CATAMARCA S/N, TACO RALO, TUCUMAN, Argentina",CATAMARCA S/N,4159,,JUE 16/20 HS,2010-04-07,51,,
Centro de jubilados,,,C JYP NAC DEL INGENIO LEALES,TUCUMAN,,,VILLA OBRERA,"VILLA OBRERA 970, VILLA OBRERA, TUCUMAN, Argentina",VILLA OBRERA 970,4111,,JUEVES 7 A 21 HS.,1986-03-07,236,,
Centro de jubilados,,,C JYP NAC DE LOS GOMEZ,TUCUMAN,,,LOS GOMEZ,"ZONA RURAL  S/N, LOS GOMEZ, TUCUMAN, Argentina",ZONA RURAL  S/N,4113,,L A V 9 A 11 HS,1994-01-11,175,,
Centro de jubilados,,,CTRO DE JYP NACIONALES CORAZONES SOLIDARIOS,TUCUMAN,,,CONDOR HUASI,"ZONA RURAL S/N, CONDOR HUASI, TUCUMAN, Argentina",ZONA RURAL S/N,4113,,MAR.Y MIE. 17 A 20 HS.,2003-10-30,65,,
Centro de jubilados,,,CENTRO DE JYP VIRGEN DE LA SONRISA - LOS PUESTOS - ASOCIACION CIVIL,TUCUMAN,,,LOS PUESTOS,"RUTA 9 KM. 1235 S/N, LOS PUESTOS, TUCUMAN, Argentina",RUTA 9 KM. 1235 S/N,4115,,S/ DATO,2011-07-07,54,,
Centro de jubilados,,,C JYP NAC DE MANCOPA,TUCUMAN,,,MANCOPA,"RUTA 9    KM 1269  S/N, MANCOPA, TUCUMAN, Argentina",RUTA 9    KM 1269  S/N,4115,,MAR. VIE. 16:30 A 20 HS.,1998-05-13,129,,
Centro de jubilados,,,C JYP NAC DE SANTA ROSA DE LEALES,TUCUMAN,,,STA ROSA DE L,"V°STA ROSA DE LEALES  S/N, STA ROSA DE L, TUCUMAN, Argentina",V°STA ROSA DE LEALES  S/N,4111,,LU A VI 8/12.,1986-02-27,0,,
Centro de jubilados,,,C JYP RIO COLORADO,TUCUMAN,,,RIO COLORADO,"BELGRANO S/N, RIO COLORADO, TUCUMAN, Argentina",BELGRANO S/N,4166,,LU A VI 8/12,1988-09-13,180,,
Centro de jubilados,,,C JYP DR. ERBETTA,TUCUMAN,,,SAN MIGUEL DE TUCUMAN,"SAENZ PEÑA 184, SAN MIGUEL DE TUCUMAN, TUCUMAN, Argentina",SAENZ PEÑA 184,4168,,SABADOS 8 A 12 HS.,1998-08-18,300,,
Centro de jubilados,,,C JYP NAC DE GARCIA FERNANDEZ,TUCUMAN,,,M GARCIA FERN,"9 DE JULIO S/N, M GARCIA FERN, TUCUMAN, Argentina",9 DE JULIO S/N,4166,,LUN. A VIE.  8 A 12 HS.,1994-01-14,170,,
Centro de jubilados,,,C JYP DE ACHERAL,TUCUMAN,,,ACHERAL,"RIVADAVIA ESQ. ALBERDI S/N, ACHERAL, TUCUMAN, Argentina",RIVADAVIA ESQ. ALBERDI S/N,4134,,LUN. A VIE. 9 A 12 HS.,1987-04-28,200,,
Centro de jubilados,,,C JYP NAC DE SANTA LUCIA,TUCUMAN,,,ING.SANTA LUCIA,"ALVAREZ CONDARCO 145, ING.SANTA LUCIA, TUCUMAN, Argentina",ALVAREZ CONDARCO 145,4135,,LUN. A VIE. 8 A 12 HS.,1985-05-24,300,,
Centro de jubilados,,,ASOC JYP NAC DE MONTEROS,TUCUMAN,,,MONTEROS,"SAN MARTIN 446, MONTEROS, TUCUMAN, Argentina",SAN MARTIN 446,4142,,LUN. A VIE. 7 A 13 HS.,1984-05-28,0,-27.1804166,-65.5054527
Centro de jubilados,,,C JYP NAC DE RIO SECO,TUCUMAN,,,SAN MIGUEL DE TUCUMAN,"AVELLANEDA 532, SAN MIGUEL DE TUCUMAN, TUCUMAN, Argentina",AVELLANEDA 532,4145,,LU A VI 8/11 15/18,1984-04-30,290,-26.8276032,-65.2152429
Centro de jubilados,,,CENTRO DE JYP NACIONALES DE SIMOCA,TUCUMAN,,,SIMOCA,"SAN MARTIN  846, SIMOCA, TUCUMAN, Argentina",SAN MARTIN  846,4172,,mie y vie 14/18 HS,1984-04-30,300,,
Centro de jubilados,,,C JYP DE VILLA QUINTEROS Nº 1,TUCUMAN,,,VILLA QUINTER,"CONSTITUCION 1ø CUADRA S/N, VILLA QUINTER, TUCUMAN, Argentina",CONSTITUCION 1ø CUADRA S/N,4144,,MA Y VI 16/30 A 20 HS,1984-05-31,250,,
Centro de jubilados,,,C JYP DR ALBERTO ROUGES,TUCUMAN,,,LEON ROUGES,"AV. BELGRANO  Y  SAN JOSE S/N, LEON ROUGES, TUCUMAN, Argentina",AV. BELGRANO  Y  SAN JOSE S/N,4143,,MIERCOLES 17 A 21 HS.,1984-11-09,220,,
Centro de jubilados,,,C JYP DE AGUILARES,TUCUMAN,,,AGUILARES,"AV.  BELGRANO  443, AGUILARES, TUCUMAN, Argentina",AV.  BELGRANO  443,4152,,LUNES A VIERNES 8 A 12,1984-09-12,600,,
Centro de jubilados,,,C JYP INGENIO SANTA BARBARA,TUCUMAN,,,INGENIO SANTA BARBARA,"Bº SOFIA L. DE TERAN  S/N, INGENIO SANTA BARBARA, TUCUMAN, Argentina",Bº SOFIA L. DE TERAN  S/N,4152,,L-MA-J 17 A 20 HS,1990-10-23,132,,
Centro de jubilados,,,CTRO. DE JYP VIRGEN DEL ROSARIO DE SAN NICOLAS,TUCUMAN,,,RIO CHICO,"MAXIMO TERAN BºLOS ALAMOS S/N, RIO CHICO, TUCUMAN, Argentina",MAXIMO TERAN BºLOS ALAMOS S/N,4152,,VIE 9 /12,2001-03-16,186,,
Centro de jubilados,,,C JYP NAC DEL EX INGENIO SANTA ANA,TUCUMAN,,,SANTA ANA,"PJE SAN LORENZO S/N, SANTA ANA, TUCUMAN, Argentina",PJE SAN LORENZO S/N,4155,,LU. A VI. 8/12 - 16/20 HS,1985-10-09,320,,
Centro de jubilados,,,C JYP NAC DE JUAN BAUTISTA ALBERDI,TUCUMAN,,,JUAN B. ALBERDI,"AV.SARMIENTO Y L. NOUGES S/N, JUAN B. ALBERDI, TUCUMAN, Argentina",AV.SARMIENTO Y L. NOUGES S/N,4158,,LUN. A VIE. 8 A 12 HS.,1984-06-08,261,,
Centro de jubilados,,,CASA DEL JUBILADO,TUCUMAN,,,JUAN B. ALBERDI,"PASTEUR 309, JUAN B. ALBERDI, TUCUMAN, Argentina",PASTEUR 309,4158,,LUN. A VIE. 16 A 20 HS.,1993-01-08,300,,
Centro de jubilados,,,C JYP NAC SAN ISIDRO LABRADOR,TUCUMAN,,,LOS SARMIENTO,"BELGRANO S/N, LOS SARMIENTO, TUCUMAN, Argentina",BELGRANO S/N,4157,,LUN. A VIE. 14 A 21 HS.,1994-04-29,300,,
Centro de jubilados,,,C JYP NAC UNION EL POLEAR,TUCUMAN,,,EL POLEAR,"RUTA PROV 332. KM 6 S/N, EL POLEAR, TUCUMAN, Argentina",RUTA PROV 332. KM 6 S/N,4157,,LU. MA. JU. 15 A 18 HS.,1993-07-21,200,,
Centro de jubilados,,,C JYP NAC DE LOS VALLES CALCHAQUIES,TUCUMAN,,,AMAICHA DEL V,"LOS SAZOS S/N, AMAICHA DEL V, TUCUMAN, Argentina",LOS SAZOS S/N,4137,,MAR. Y JUE. 14 A 21 HS.,1987-04-28,152,,
Centro de jubilados,,,C JYP EL ANTIGAL DE COLALAO DEL VALLE,TUCUMAN,,,COLALAO DEL V,"25 DE MAYO Y RECONQUISTA S/N, COLALAO DEL V, TUCUMAN, Argentina",25 DE MAYO Y RECONQUISTA S/N,4141,,T/LOS DIAS 9/12-16/20 HS.,1994-01-03,57,,
Centro de jubilados,,,C JYP NAC EL MOLLAR,TUCUMAN,,,EL MOLLAR,"CALLE PRINCIPAL  S/N, EL MOLLAR, TUCUMAN, Argentina",CALLE PRINCIPAL  S/N,4135,,JUEVES13-16HS,1993-07-06,100,,
Centro de jubilados,,,C JYP GRAL MANUEL BELGRANO DE EL MANANTIAL,TUCUMAN,,,EL MANANTIAL,"ANICETO DE LA TORRE 350, EL MANANTIAL, TUCUMAN, Argentina",ANICETO DE LA TORRE 350,4105,,JUEVES 17 HS.,1985-01-02,222,,
Centro de jubilados,,,C JYP UNIDAD Y PROGRESO EL MANANTIAL,TUCUMAN,,,EL MANANTIAL,"ANTONIO TABOADA 12, EL MANANTIAL, TUCUMAN, Argentina",ANTONIO TABOADA 12,4105,,LU A VIE 9 / 11,1991-06-28,476,,
Centro de jubilados,,,C JYP DE TAFI DEL VALLE,TUCUMAN,,,TAFI DEL VALLE,"JUAN CALCHAQUI 419, TAFI DEL VALLE, TUCUMAN, Argentina",JUAN CALCHAQUI 419,4137,,LUNES 14 A 18 HS.,1985-11-20,197,,
Centro de jubilados,,,CTRO. DE JYP FERROV. Y DEMAS LEYES  NAC.,TUCUMAN,,,TAFI VIEJO,"AVDA. ALEM 715, TAFI VIEJO, TUCUMAN, Argentina",AVDA. ALEM 715,4103,,JUE. Y SAB. 14 A 20 HS.,1984-04-30,60,,
Centro de jubilados,,,C JYP NAC DE TAFI VIEJO,TUCUMAN,,,TAFI VIEJO,"9 DE JULIO 782, TAFI VIEJO, TUCUMAN, Argentina",9 DE JULIO 782,4103,,LUN. A VIE. 8 A 12 HS.,1985-04-08,300,-26.7352202,-65.2576448
Centro de jubilados,,,C JYP FERROV Y DEMAS LEYES PREV MUTUALISTAS GRAL SAN MARTIN,TUCUMAN,,,TAFI VIEJO,"CORONEL LARRABURE 868, TAFI VIEJO, TUCUMAN, Argentina",CORONEL LARRABURE 868,4103,,LUN. Y VIE. 10 A 13 HS.,1996-08-09,230,,
Centro de jubilados,,,CENTRO DE JYP NAC DE VILLA CARMELA,TUCUMAN,,,VILLA CARMELA,"J.B.TERAN  ESQ. LOS PINOS S/N, VILLA CARMELA, TUCUMAN, Argentina",J.B.TERAN  ESQ. LOS PINOS S/N,4105,,JUE.15:30 A 18:30 HS.,1986-09-12,215,,
Centro de jubilados,,,C NAC DE LA CIUDAD DE YERBA BUENA,TUCUMAN,,,YERBA BUENA,"LA OLLA S/N, YERBA BUENA, TUCUMAN, Argentina",LA OLLA S/N,4107,,LUN. A VIE.17:30/19:30 HS,1986-10-20,401,,
Centro de jubilados,,,CENTRO DE JYP DE CHOROMORO,TUCUMAN,,,CHOROMORO,"FERNANDO DE PRAT GAI S/N, CHOROMORO, TUCUMAN, Argentina",FERNANDO DE PRAT GAI S/N,4122,,LUN. A VIE. 9 A 12 HS.,2002-03-20,100,,
Centro de jubilados,,,C JYP NAC DE SAN PEDRO DE COLALAO,TUCUMAN,,,SAN PEDRO DE COLALAO,"MARTIN BELMONTE  S/N, SAN PEDRO DE COLALAO, TUCUMAN, Argentina",MARTIN BELMONTE  S/N,4124,,MAR. Y JUE. 15 A 21 H,1993-11-03,0,,
Centro de jubilados,,,CENTRO DE JYP EL COLALEÑO ASOCIACION CIVIL,TUCUMAN,,,SAN PEDRO DE COLALAO,"SALTA  ULTIMA CUADRA S/N°, SAN PEDRO DE COLALAO, TUCUMAN, Argentina",SALTA  ULTIMA CUADRA S/N°,4124,,S / DATO,2004-09-21,170,,
Centro de jubilados,,,C JYP DE TRANCAS,TUCUMAN,,,TRANCAS,"HIPOLITO YRIGOYEN 478, TRANCAS, TUCUMAN, Argentina",HIPOLITO YRIGOYEN 478,4124,,1 Y ULTIMO JUEVES 20 HS,1984-10-20,320,-26.2310734,-65.2800289
Centro de jubilados,,,C JYP NAC 29 DE AGOSTO,TUCUMAN,,,ALBERDI,"LUIS F. NOUGUES 23, ALBERDI, TUCUMAN, Argentina",LUIS F. NOUGUES 23,4158,,MAR. Y JUE. 18 A 20 HS.,1996-04-30,700,,
Centro de jubilados,,,CTRO DE JYP NAC LA ESPERANZA DE RUMI PUNCO,TUCUMAN,,,RUMI PUNCO,"RUMI PUNCO S/N, RUMI PUNCO, TUCUMAN, Argentina",RUMI PUNCO S/N,4164,,LUN. A VIE. 8 A 12 HS.,2009-03-12,50,,
Centro de jubilados,,,CTRO. DE JYP. UNIÓN Y PROGRESO LA COCHA,TUCUMAN,,,LA COCHA,"SARMIENTO 337, LA COCHA, TUCUMAN, Argentina",SARMIENTO 337,4162,,LUN. A VIE.  9 A 12HS.,2004-11-18,90,,
Centro de jubilados,,,C JYP NAC UNION Y PROGRESO LA REDUCCION,TUCUMAN,,,LA REDUCCION,"BELGRANO Y VGEN DEL VALLE S/N, LA REDUCCION, TUCUMAN, Argentina",BELGRANO Y VGEN DEL VALLE S/N,4129,,LU MI JU 15/19  HS.,2000-02-25,93,,
Centro de jubilados,,,ASOC. CIVIL CTRO. DE JYP NAC. DE ATAHONA,TUCUMAN,,,ATAHONA,"AV. PRINCIPAL S/N, ATAHONA, TUCUMAN, Argentina",AV. PRINCIPAL S/N,4174,,S/ DATO,2013-07-18,150,,
Centro de jubilados,,,C JYP ALPACHIRI - EL MOLINO,TUCUMAN,,,ALPACHIRI,"RUTA 365 KM 20 S/N, ALPACHIRI, TUCUMAN, Argentina",RUTA 365 KM 20 S/N,4174,,LUN. A VIE. 8 A 12 HS.,2000-06-14,70,,
Centro de jubilados,,,ASOC. CIVIL CTRO. DE JYP NAC. EL PASTORCITO,TUCUMAN,,,SANTA CRUZ,"S/N S/N, SANTA CRUZ, TUCUMAN, Argentina",S/N S/N,4149,,S/ DATO,2012-05-16,68,,
Centro de jubilados,,,CTRO. DE JYP NAC. SAN ANTONIO,TUCUMAN,,,MONTEAGUDO,"Bº BCO HIPOTECARIO LOTE 5 S/N, MONTEAGUDO, TUCUMAN, Argentina",Bº BCO HIPOTECARIO LOTE 5 S/N,4174,,MAR JUE  14 A 21 HS,2001-04-23,50,,
Centro de jubilados,,,CTRO JUB NAC SAN JOSE,TUCUMAN,,,SIMOCA,"MORENO 554, SIMOCA, TUCUMAN, Argentina",MORENO 554,4172,,LU A VIE 8 A 12 HS,1995-10-18,122,,
Centro de jubilados,,,C JYP NAC DE VILLA CHICLIGASTA,TUCUMAN,,,VILLA CHICLIGASTA,"SIN NOMBRE S/N, VILLA CHICLIGASTA, TUCUMAN, Argentina",SIN NOMBRE S/N,4174,,LUN. A VIER. 9 A 12  HS.-,1995-10-19,200,,
Centro de jubilados,,,C JYP EUSEBIO ARTURO CANELO,TUCUMAN,,,EL COLMENAR,"PASAJE DARDO LEDESMA 63, EL COLMENAR, TUCUMAN, Argentina",PASAJE DARDO LEDESMA 63,4101,, MIE. Y VIE. 14 A 21 HS.,1997-06-24,180,,
Centro de jubilados,,,CENTRO DE JYP NACIONALES DIVINO NIÑO ASOC. CIVIL,TUCUMAN,,,EL COLMENAR,"PJE. GARCIA 3138, EL COLMENAR, TUCUMAN, Argentina",PJE. GARCIA 3138,4101,,S/ DATO,2010-06-30,65,-26.8158606,-65.1939937
Centro de jubilados,,,CENTRO DE JYP LAS MARAVILLAS ASOCIACIÓN CIVIL,TUCUMAN,,,TACO RALO,"RUTA NAC. 341 KM. 23 S/N, TACO RALO, TUCUMAN, Argentina",RUTA NAC. 341 KM. 23 S/N,4105,,LUN. Y MIE. 16 A 20 HS.,2010-05-04,64,,
Centro de jubilados,,,CENTRO DE JYP NAC AMISTAD TAFICEÑA,TUCUMAN,,,TAFI VIEJO,"PASAJE CASEROS 124, TAFI VIEJO, TUCUMAN, Argentina",PASAJE CASEROS 124,4103,,MAR. JUE. SAB. 9 A 12 HS.,2002-01-25,200,,
Centro de jubilados,,, CLUB DE ABUELOS DE TAFI VIEJO ,TUCUMAN,,,TAFI VIEJO,"9 DE JULIO 429, TAFI VIEJO, TUCUMAN, Argentina",9 DE JULIO 429,4103,,S/ DATO,2009-08-24,400,-26.7352202,-65.2576448
Centro de jubilados,,,ASOC. CIVIL CTRO. DE JYP ANTONIO SAIFE,TUCUMAN,,,TAFI VIEJO,"AV. CONSTITUCION 371, TAFI VIEJO, TUCUMAN, Argentina",AV. CONSTITUCION 371,4103,,S/ DATO,2013-05-09,60,,
Centro de jubilados,,,CENTRO DE JYP SAN JOSE CEBIL REDONDO,TUCUMAN,,,CEBIL REDONDO,"SAN MARTIN Y PJE. M LILLO  S/N, CEBIL REDONDO, TUCUMAN, Argentina",SAN MARTIN Y PJE. M LILLO  S/N,4105,,JUEVES 8 A 21 HS.,1994-03-11,266,,
Centro de jubilados,,,C JPYR DE ALVEAR,CORRIENTES,,,GENERAL ALVEAR,"BELGRANO 624, GENERAL ALVEAR, CORRIENTES, Argentina",BELGRANO 624,3344,,LUN. A VIE. 8 A 11 HS.,1987-03-20,500,-29.1024695,-56.5513096
Centro de jubilados,,,C JYP CIVIL DE LA NACION BELLA VISTA,CORRIENTES,,,BELLA VISTA,"AYACUCHO  531, BELLA VISTA, CORRIENTES, Argentina",AYACUCHO  531,3432,,LU A V 8/13,1989-10-20,900,-28.5065313,-59.0377588
Centro de jubilados,,,CTRO DE J. P. NACIONALES COLONIA 3 DE ABRIL,CORRIENTES,,,COLONIA 3 DE ABRIL,"Bº 80 VVDAS. CASA 14 S/N, COLONIA 3 DE ABRIL, CORRIENTES, Argentina",Bº 80 VVDAS. CASA 14 S/N,3433,,S/ DATO,2012-06-11,33,,
Centro de jubilados,,,C JYP DE BERON DE ASTRADA,CORRIENTES,,,BERON DE ASTRADA,"25 DE MAYO 498, BERON DE ASTRADA, CORRIENTES, Argentina",25 DE MAYO 498,3481,,LUN. A VIE. 7 A 12 HS.,1994-03-01,92,-27.5534724,-57.5296878
Centro de jubilados,,,C JYP NAC DE RIACHUELO,CORRIENTES,,,RIACHUELO,"ECHEZARRETA S/N, RIACHUELO, CORRIENTES, Argentina",ECHEZARRETA S/N,3400,,LU A VIE 8 A 11 HS,1996-07-29,83,,
Centro de jubilados,,,C JYP CIV NAC DE LA PROV DE CORRIENTES,CORRIENTES,,,CORRIENTES,"PLAYA MIRAMAR 730, CORRIENTES, CORRIENTES, Argentina",PLAYA MIRAMAR 730,3400,,LUN. A VIE. 9/12 18/20 HS,1984-07-20,600,-27.4691262,-58.8178435
Centro de jubilados,,,C DOC JYP NAC DE PROV DE CORRIENTES,CORRIENTES,,,CORRIENTES,"CAZADORES CORRENTINOS 2699, CORRIENTES, CORRIENTES, Argentina",CAZADORES CORRENTINOS 2699,3400,,LUN. A VIE. 14 A 19 HS.,1984-10-04,150,-29.9803093,-58.3016392
Centro de jubilados,,,C CORRENTINO DE JYP NAC PROV Y ACT CIV,CORRIENTES,,,CORRIENTES,"RIVADAVIA  371, CORRIENTES, CORRIENTES, Argentina",RIVADAVIA  371,3400,,LU A VIE 17 A 20 HS,1984-07-20,622,-27.4728063,-58.8489578
Centro de jubilados,,,C JYP DE ATE SECCIONAL CORRIENTES,CORRIENTES,,,CORRIENTES,"25 DE MAYO 1696, CORRIENTES, CORRIENTES, Argentina",25 DE MAYO 1696,3400,,LU A VI 8 A 12 HS,1985-08-28,650,-27.4650891731149,-58.8289897754373
Centro de jubilados,,,C JYP ENCOTEL CORRIENTES,CORRIENTES,,,CORRIENTES,"PASAJE SAENZ 2385, CORRIENTES, CORRIENTES, Argentina",PASAJE SAENZ 2385,3400,,LUN. A VIE. 8/12-17/19 HS,1985-12-09,480,,
Centro de jubilados,,,FED C JYP NAC DE PCIA DE CORRIENTES,CORRIENTES,,,CORRIENTES,"PASAJE SAENZ 2385, CORRIENTES, CORRIENTES, Argentina",PASAJE SAENZ 2385,3400,,LUN. A VIE. 8 A 11 HS.,1987-10-16,20,,
Centro de jubilados,,,C JYP SIND PERS EMBARCADO DRAGADO Y BALIZAM,CORRIENTES,,,CORRIENTES,"BRASIL  1035, CORRIENTES, CORRIENTES, Argentina",BRASIL  1035,3400,,LU A VIE 8 A 12 16 A 20,1990-04-02,210,-27.4703013,-58.8242117489796
Centro de jubilados,,,C JYP NAC PROV Y MUNICIPALES DEL B§ LAGUNA SECA,CORRIENTES,,,CORRIENTES,"RESOAGLI  2500, CORRIENTES, CORRIENTES, Argentina",RESOAGLI  2500,3400,,LU A VI 8-12 Y 17-19HS,1993-06-09,720,-27.4766796,-58.8039222
Centro de jubilados,,,CENTRO DE JYP NACIONALES DEL BARRIO 17 DE AGOSTO,CORRIENTES,,,CORRIENTES,"FLORENCIA Y MILAN S/N, CORRIENTES, CORRIENTES, Argentina",FLORENCIA Y MILAN S/N,3400,,LUN. A VIE. 8 A 13 HS.,1993-11-26,620,,
Centro de jubilados,,,"C JYP NAC, PROV Y MUNICIP DEL Bø MIL VIVIENDAS",CORRIENTES,,,CORRIENTES,,,3400,,LU A VI 8 A 13 HS,1994-03-01,100,,
Centro de jubilados,,,C JYP NAC UNIDOS DE CORRIENTES,CORRIENTES,,,CORRIENTES,"TUCUMAN  1355, CORRIENTES, CORRIENTES, Argentina",TUCUMAN  1355,3400,,LUN. A VIE. 8.30 A 11.30,1994-07-27,183,-27.4722493326531,-58.8419720755102
Centro de jubilados,,,CLUB DE LOS ABUELOS,CORRIENTES,,,CORRIENTES,"SAN LORENZO 1858, CORRIENTES, CORRIENTES, Argentina",SAN LORENZO 1858,3400,,LU A VI 17-19/30 HS,1995-10-17,240,-28.1380818,-58.7680806
Centro de jubilados,,,FEDERACIÓN DE JYP. DE CORRIENTES ( FE.JU.COR),CORRIENTES,,,CORRIENTES,"25 DE MAYO 1696, CORRIENTES, CORRIENTES, Argentina",25 DE MAYO 1696,3400,,LUN. A VIE. 8 A 11 HS.,2003-11-17,22,-27.4650891731149,-58.8289897754373
Centro de jubilados,,,CENTRO DE JYP CLUB DE LOS ABUELOS EDAD FELIZ,CORRIENTES,,,CORRIENTES,"SAN JUAN  1478, CORRIENTES, CORRIENTES, Argentina",SAN JUAN  1478,3400,,MA Y JU 17/19,2007-09-21,115,-27.4740233897959,-58.8374544244898
Centro de jubilados,,,CENTRO DE JYP DE LA PROVINCIA DE CORRIENTES,CORRIENTES,,,CORRIENTES,"LA RIOJA 670, CORRIENTES, CORRIENTES, Argentina",LA RIOJA 670,3400,,S/ DATO,2009-05-05,1390,-27.4648478571429,-58.8379080142857
