provincia_id,provincia,ugl_id,ugl,tipo,agencia_id,agencia,localidad,direccion,cp,telefono,fax,pami_escucha,actividades,prestaciones_medicas,responsable,lat,lon
4,CORDOBA,3,III-CORDOBA,agencia,52,AG. VILLA CARLOS PAZ,VILLA CARLOS PAZ,SARGENTO CABRAL 126,5152,0354-1424199 / 430089,,,,,,-31.423248,-64.497579
4,CORDOBA,3,III-CORDOBA,agencia,53,AG. RIO CEBALLOS,RIO CEBALLOS,Lestache esq. Serrano s/n°,5111,03543-451075 / 475735,,,Teatro,,,-31.165663,-64.32204
4,CORDOBA,3,III-CORDOBA,agencia,54,AG. UNQUILLO,UNQUILLO,AV. SAN MARTIN ESQ. RIO NEGRO,5106,03543-483094 / 485036,,,"Gimnasia, Alimentacion Saludable",,,-31.240701,-64.308978
4,CORDOBA,3,III-CORDOBA,agencia,55,AG. ALTA GRACIA,ALTA GRACIA,Intendente Martinez 141,5186,03547-422483,,,"Gimnasia, Juegos, Paseos salidas locales breves con fines recreativos, Yoga Otras Técnicas Orientales, Alimentacion Saludable, Artesanias / Manualidades",,,-31.653929,-64.430616
4,CORDOBA,3,III-CORDOBA,agencia,56,AG. MINA CLAVERO,CURA BROCHERO,25 DE MAYO 146,5891,03544-470282,,,"Caminatas, Deportes, Alimentacion Saludable, Prevención del Sedentarismo, Gimnasia, Controles Médicos en Salud, Enfermedades Cardiovasculares",,,-31.703927,-65.019593
4,CORDOBA,3,III-CORDOBA,agencia,57,AG. SAN JOSE DE LA DORMIDA,SAN JOSE DE LA DORMIDA,AV. SAN MARTIN 168,5244,0352-1497223,,,,,,-30.355842,-63.945715
4,CORDOBA,3,III-CORDOBA,agencia,58,AG. RIO SEGUNDO,RIO SEGUNDO,LEANDRO N. ALEM 1951,5960,03572-423532,,,,,,-31.651326,-63.912504
4,CORDOBA,3,III-CORDOBA,agencia,59,AG. PANAMERICANO,BARRIO PANAMERICANO,ROBERTO J. PAIRO 4662,5000,0351-492-8121,,,,,,-31.352098,-64.176189
4,CORDOBA,3,III-CORDOBA,agencia,60,AG. SAN VICENTE,BARRIO SAN VICENTE,AV. SAN JERONIMO 2933,5200,0351-4556437/4567624/4569036,,,,,,-31.42328,-64.146404
4,CORDOBA,3,III-CORDOBA,agencia,61,AG. BELL VILLE,BELL VILLE,SARMIENTO 21,2550,03537-425601 / 425174 / 425008,,,"Yoga Otras Técnicas Orientales, Paseos salidas locales breves con fines recreativos, Reflexión, Alimentacion Saludable, Prevención del Sedentarismo, Controles Médicos en Salud, Técnicas de Trabajo Corporal, Enfermedades Cardiovasculares, Gimnasia, Canto y Coro, Memoria, Danzas, Festejos Locales, Artes Plasticas, Caminatas, Juegos, Literatura",,,-32.629924,-62.691125
4,CORDOBA,3,III-CORDOBA,agencia,62,AG. MARCOS JUAREZ,MARCOS JUAREZ,HIPOLITO YRIGOYEN 942,2580,03472-427160 / 427160,,,,,,-32.693873,-62.104236
4,CORDOBA,3,III-CORDOBA,agencia,63,AG. CORRAL DE BUSTOS,CORRAL DE BUSTOS,AV. SANTA FE 319,2645,0346-8421404,,,,,,-33.282683,-62.185285
4,CORDOBA,3,III-CORDOBA,agencia,64,AG. LABORDE,LABORDE,VELEZ SARSFIED 79,2567,03537-460497,,,,,,-33.153505,-62.855065
4,CORDOBA,3,III-CORDOBA,agencia,65,AG. CRUZ ALTA,CRUZ ALTA,BELGRANO 1269,2189,0346-7421521,,,,,,-33.008268,-61.810931
4,CORDOBA,3,III-CORDOBA,agencia,66,AG. JUSTINIANO POSSE,JUSTINIANO POSSE,9 DE JULIO 913,2553,0353-4472222,,,,,,-32.88238,-62.680331
4,CORDOBA,3,III-CORDOBA,agencia,67,AG. NOETINGER,NOETINGER,INT.FERNANDO MORERO 271,2563,0347-2470172,,,,,,-32.362273,-62.310877
4,CORDOBA,3,III-CORDOBA,agencia,68,AG. SAN FRANCISCO,SAN FRANCISCO,ITURRASPE 2350,2400,03564-423718/1235,03564-41235,,"Gimnasia, Alimentacion Saludable, Todas las Temáticas, Enfermedades Endocrino metabolicas, Caminatas, Artes Plasticas, Artesanias / Manualidades, Paseos salidas locales breves con fines recreativos",,,-31.42707,-62.092048
4,CORDOBA,3,III-CORDOBA,agencia,69,AG. MORTEROS,MORTEROS,BOULEVARD ILLIA 696,6910,0356-2422859,,,,,,-30.708966,-62.004225
4,CORDOBA,3,III-CORDOBA,agencia,70,AG. LAS VARILLAS,LAS VARILLAS,9 DE JULIO 72,5940,0353-3420342,,,,,,-31.869649,-62.719924
4,CORDOBA,3,III-CORDOBA,agencia,71,AG. ARROYITO,ARROYITO,VELEZ SARFIELD 943,2434,0357-6421070,,,,,,-31.414344,-63.050673
4,CORDOBA,3,III-CORDOBA,agencia,72,AG. BALNEARIA,BALNEARIA,BV. BELGRANO 47,5141,0356-3420183,,,"Yoga Otras Técnicas Orientales , Alimentacion Saludable",,,-31.011932,-62665594
4,CORDOBA,3,III-CORDOBA,agencia,73,AG. PORTENA,PORTEÑA,RIVADAVIA 692,2415,0356-4450039,,,,,,-31.013219,-62.062075
4,CORDOBA,3,III-CORDOBA,agencia,75,AG. VILLA MARIA,VILLA MARIA,LISANDRO DE LA TORRE 345,5900,0353-452-6773/0195/0926,0353-452-6773,,"Canto y Coro, Alfabetización, Juegos, Festejos Locales, Gimnasia, Danzas, Artesanias / Manualidades, Enfermedades Cardiovasculares, Enfermedades Endocrino metabolicas, Computación, Periodismo, Formación de Ag. Com. p/detecc. Seg. Acomp. Y Deriv. De Af. Bajo Prog., Artes Plasticas, Técnicas de Trabajo Corpora, Alimentacion Saludable, Memoria, Arte Culinario, Grupo Autoayuda, Música, Yoga Otras Técnicas Orientales, Teatro, Relev. Soc. Sanit. de Pob. b/Prog. Focaliz, Derechos Ciudadanos en General",,,-32.403426,-63.246964
4,CORDOBA,3,III-CORDOBA,agencia,76,AG. LA CARLOTA,LA CARLOTA,LEANDRO N. ALEM 197,2670,0358-4420323,,,,,,-33.418619,-63.293366
4,CORDOBA,3,III-CORDOBA,agencia,77,AG. GRAL. CABRERA,GENERAL CABRERA,RIOJA 934,5809,0358-4930157,,,,,,-32.812526,-63.870184
4,CORDOBA,3,III-CORDOBA,agencia,78,AG. OLIVA,OLIVA,COLON 170,5980,03532-420047 / 421700,,,,,,-32.038876,-63.570589
4,CORDOBA,3,III-CORDOBA,agencia,79,AG. UCACHA,UCACHA,MISIONES 159,2677,0353-4900223,,,,,,-33.032377,-63.507164
4,CORDOBA,3,III-CORDOBA,agencia,80,AG. COSQUIN,COSQUIN,PTE. PERON 778,5166,03541-451919 / 452003 / 452003,,,"Alimentación Saludable, Controles Médicos en Salud, Enfermedades Endocrino metabolicas, Artesanias / Manualidades, Danzas, Gimnasia, Yoga Otras Técnicas Orientales",,,-31.241646,-64.462502
4,CORDOBA,3,III-CORDOBA,agencia,81,AG. CRUZ DEL EJE,CRUZ DEL EJE,HIPOLITO IRIGOYEN 160,5280,03549-423393 / 421055,,,"Artesanías / Manualidades, Alimentacion Saludable, Gimnasia, Enfermedades Cardiovasculares, Enfermedades Endocrino metabolicas, Yoga Otras Técnicas Orientales, Controles Médicos en Salud",,,-30.720329,-64.810073
4,CORDOBA,3,III-CORDOBA,agencia,82,AG. LA FALDA,LA FALDA,AV. ESPAÑA 263,5172,03548-421181 / 426371 / 427271,,,,,,-31.086568,-64.483573
4,CORDOBA,3,III-CORDOBA,agencia,83,AG. CAPILLA DEL MONTE,CAPILLA DEL MONTE,MITRE 682,5184,03548-481389,,,,,,-30.854085,-64.526017
4,CORDOBA,3,III-CORDOBA,agencia,84,AG. LA CUMBRE,LA CUMBRE,LOPEZ Y PLANES 345,5178,0354-8451940,,,"Gimnasia, Alimentacion Saludable",,,-30.981288,-64.490955
4,CORDOBA,3,III-CORDOBA,agencia,85,AG. RIO TERCERO,RIO TERCERO,MARTIN MAROTTO ESQ. URUGUAY,5850,0357-1422235 / 1431798,,,,,,-32.177211,-64.105378
4,CORDOBA,3,III-CORDOBA,agencia,86,AG. STA. ROSA DE CALAMUCHITA,STA. ROSA DE CALAMUCHITA,AV. JOSE MARIA GOMEZ 571,5196,0354-6320365,,,"Gimnasia, Yoga Otras Técnicas Orientales, Alimentacion Saludable",,,-32.067338,-64.549724
4,CORDOBA,3,III-CORDOBA,agencia,87,AG. HERNANDO,HERNANDO,MATHEU 166,5929,0353-496-1492,,,,,,-32.426195,-63.730452
4,CORDOBA,3,III-CORDOBA,agencia,685,BOCA DE ATENCION HOSPITAL DE CLINICAS,CORDOBA,SANTA ROSA 1564,5000,0351-4864645,,,,,,-31.406231,-64.20432
4,CORDOBA,36,XXXVI-RIO CUARTO,ugl,0,,RIO CUARTO,ALVEAR 842,5800,0358-4672210 - 4672211 AL 21,406 /407,0358-4620213/0265,"Memoria, artesanías / manualidades, yoga otras técncias orientales, gimnasia, arte culinario, canto / coro, danzas",,SRA. VILMA CATALINA CHIAPPELLO,-33.124259,-64.3506553
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,631,AG. LABOULAYE,LABOULAYE,TOMAS SCOTT 18,6120,03385-426422,,,,,,-34.130226,-63.390967
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,632,AG. HUINCA RENANCO,HUINCA RENANCO,GUEMES 84,6270,02336-442066,,,,,,-34.84195,-64.373771
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,633,AG. VICUNA MACKENA,VICUNA MACKENNA,FRANCISCO TORRES 579,6140,03583-420647,,,,,,-33.913965,-64.38965
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,634,AG. CORONEL MOLDES,CORONEL MOLDES,9 DE JULIO 548,5847,03582-481800,,,,,,-33.625019,-64.598887
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,635,AG. CANALS,CANALS,BUENOS AIRES 202,2650,03463-420669,,,Artesanías / manualidades,,,-33.561888,-62.881583
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,636,AG. SAMPACHO,SAMPACHO,19 DE NOVIEMBRE ESQUINA LAMADRID,5829,03582-420500,,,,,,-33.385049,-64.72141
4,CORDOBA,36,XXXVI-RIO CUARTO,agencia,637,AG. ELENA,ELENA,SAN JUAN Y CONCEJAL SERENA,5815,0358-4881143,,,,,,-32.572096,-64.39461
5,CORRIENTES,2,II-CORRIENTES,ugl,0,,CORRIENTES,JUJUY 1140,3400,CONMUTADOR: 0379 447-6600,0379-4424491,0379-4422218,Gimnasia,0379-4437913 /4423595,Dr. LUCIO CORNEJO,-27.4711065,-58.82825519999999
5,CORRIENTES,2,II-CORRIENTES,agencia,22,AG. GOYA,GOYA,COLON 1587,3450,0377-7421004/433655,,,,,,-29.151768,-59.266287
5,CORRIENTES,2,II-CORRIENTES,agencia,23,AG. PASO DE LOS LIBRES,PASO DE LOS LIBRES,BME. MITRE 1069,3230,0377-2422384,,,,,,-29.713793,-57.087153
5,CORRIENTES,2,II-CORRIENTES,agencia,24,AG. SANTO TOME,SANTO TOME,BARTOLOME MITRE 768,3340,0375-6420047,,,,,,-28.545926,-56.033134
5,CORRIENTES,2,II-CORRIENTES,agencia,25,AG. MONTE CASEROS,MONTE CASEROS,ESPANA 360,3320,0377-5422695,,,,,,-30.249962,-57.633345
5,CORRIENTES,2,II-CORRIENTES,agencia,26,AG. MERCEDES,MERCEDES,J. A. FERREYRA Y DR. RIVAS,3470,03773-420288,,,,,,-29.180248,-58.0812
5,CORRIENTES,2,II-CORRIENTES,agencia,27,AG. CURUZU CUATIA,CURUZU CUATIA,CASTILLO 1086,3460,03774-422955,,,,,,-29.79142,-58.049877
5,CORRIENTES,2,II-CORRIENTES,agencia,28,AG. BELLA VISTA,BELLA VISTA,SALTA 1019,3432,03777-451626/451413,,,,,,-28.507655,-59.044869
5,CORRIENTES,2,II-CORRIENTES,agencia,29,AG. GOB. VIRASORO,VIRASORO,LAVALLE Y MOCITO ACUÑA,3342,0375-6481046,,,,,,-29.176258,-56.643498
5,CORRIENTES,2,II-CORRIENTES,agencia,30,AG. ESQUINA,ESQUINA,25 DE MAYO 640,3196,0377-7460192,0377-7460192,,,,,-30.017437,-59.532126
5,CORRIENTES,2,II-CORRIENTES,agencia,31,AG. ITUZAINGO,ITUZAINGO,CALLE BELGRANO 1628,3302,0378-6420196,0378-6420196,,,,,-27.58635,-56.686721
5,CORRIENTES,2,II-CORRIENTES,agencia,32,AG. GENERAL PAZ,GENERAL PAZ,BLANCO VEGA Y GORDIOLA NIELLA,3407,0378-1420134 / 03783-652751,,,,,,-27.752025,-57.621925
5,CORRIENTES,2,II-CORRIENTES,agencia,33,AG. SALADAS,SALADAS,ALVEAR 1107,3420,03782 -421769,03782 -421769,,,,,-28.25489,-58.623016
5,CORRIENTES,2,II-CORRIENTES,agencia,34,AG. SAN COSME,SAN COSME,MIGUEL DE LOS RIOS E/S. J. BAUTISTA Y CORRIENTES,3412,0378-3496093,,,,,,-27.509375,-58.55572
5,CORRIENTES,2,II-CORRIENTES,agencia,35,AG. SAUCE,SAUCE,GRAL. PAZ Y BME. MITRE,3463,0377-448-0066,0377-448-0066,,,,,-30.086103,-58.786819
5,CORRIENTES,2,II-CORRIENTES,agencia,36,AG. LA CRUZ,LA CRUZ,UNION 1021,3346,0377-2491131,,,,,,-28.182948,-56.650343
5,CORRIENTES,2,II-CORRIENTES,agencia,37,AG. ALVEAR,ALVEAR,ISACO ABITBOL 1355,3344,0377-2470519,,,,,,-29.098683,-56.553479
5,CORRIENTES,2,II-CORRIENTES,agencia,38,AG. ITATI,ITATI,DESIDERIO SOSA 755,3414,0378-3493190,,,,,,-27.269851,-58.243743
5,CORRIENTES,2,II-CORRIENTES,agencia,39,AG. MBURUCUYA,MBURUCUYA,BELGRANO 834,3427,0378-2498004 / 509982,,,,,,-28.045281,-58.226345
5,CORRIENTES,2,II-CORRIENTES,agencia,40,AG. MOCORETA,MOCORETA,25 DE MAYO 245,3226,03775-498003,,,,,,-30.618635,-57.974303
5,CORRIENTES,2,II-CORRIENTES,agencia,41,AG. SANTA ROSA,SANTA ROSA,BELGRANO 66,3421,03782-494397,,,,,,-28.264775,-58.120472
6,CHACO,13,XIII-CHACO,ugl,0,,RESISTENCIA,AV. 9 DE JULIO 155,3500,0362-4421915 /4444219 /4444220 /4444221 /4433171,0362-4444221,0362-4437780,"Computación, danzas, yoga otras actividades orientales, intercambio, generacional, nuevas org. aniz. familiares y rol del adulto mayor, narración, vejez y ciudadanía",int. 122,CDRA. CRISTINA NIDIA ABOITIZ,-27.452485,-58.985155
6,CHACO,13,XIII-CHACO,agencia,276,AG. PTE. ROQUE SAENZ PENA,PTE. ROQUE SAENZ PEÑA,LOPEZ Y PLANES 519,3700,0364-4422452,,,"Danzas, gimnasia",,,-26.78274,-60.438906
6,CHACO,13,XIII-CHACO,agencia,277,AG. VILLA ANGELA,VILLA ANGELA,9 DE JULIO ESQ. LAVALLE,3540,03735-421101,,,,,,-27.577126,-60.716761
6,CHACO,13,XIII-CHACO,agencia,278,AG. GRAL. SAN MARTIN,GRAL. SAN MARTIN,12 DE OCTUBRE 660,3509,03725-420451,,,,,,-26.539855,-59.347336
6,CHACO,13,XIII-CHACO,agencia,279,AG. LAS BRENAS,LAS BREÑAS,GRAL. JONES 367,3722,03731-460193 RPV.7170 / Internos: 101/102 y 110,,,"Yoga otras actividades orientales, gimnasia",,,-27.085493,-61.085801
6,CHACO,13,XIII-CHACO,agencia,280,AG. CHARATA,CHARATA,25 DE MAYO 857,3730,03731-420132,,,,,,-27.21277,-61.187632
6,CHACO,13,XIII-CHACO,agencia,281,AG. CASTELLI,JUAN JOSE CASTELLI,SARMIENTO 940,3705,0364-4471360,,,,,,-25.942455,-60.624375
6,CHACO,13,XIII-CHACO,agencia,282,AG. BARRANQUERAS,BARRANQUERAS,LAPRIDA 5440,3503,0362-4415156,,,,,,-27.487487,-58.930603
6,CHACO,13,XIII-CHACO,agencia,283,AG. LAS PALMAS,LAS PALMAS,SAN MARTIN Y REMEDIOS DE ESCALADA,3518,0362-4470277,,,,,,-27.052017,-58.679194
6,CHACO,13,XIII-CHACO,agencia,284,AG. TRES ISLETAS,TRES ISLETAS,ALBERDI 602,3703,0364-4461246,,,,,,-26.338576,-60.43117
6,CHACO,13,XIII-CHACO,agencia,285,AG. GENERAL PINEDO,GRAL. PINEDO,RIVADAVIA 357,3732,03731-480127,0373-1480127,,,,,-27.3245,-61.280973
6,CHACO,13,XIII-CHACO,agencia,286,AG. SANTA SYLVINA,SANTA SILVINA,GRANADERO BAIGORRIA S/NRO.,3541,03735-494473,,,,,,-27.828412,-61.133258
6,CHACO,13,XIII-CHACO,agencia,287,AG. SAN BERNARDO,SAN BERNARDO,MORENO ESQ. MAYPU,3701,03735-496453,,,,,,-27.286443,-60.712559
6,CHACO,13,XIII-CHACO,agencia,288,AG. CORZUELA,CORZUELA,RIVADAVIA 120,3718,03731-470406,,,,,,-26.95,-60.983333
6,CHACO,13,XIII-CHACO,agencia,289,AG. MACHAGAI,MACHAGAI,URUGUAY 267,3534,03734-471325,,,,,,-26.926049,-60.048831
6,CHACO,13,XIII-CHACO,agencia,290,AG. PAMPA DEL INFIERNO,PAMPA DEL INFIERNO,SAN MARTIN 551,3708,0364-4497575 (RPV.7400),,,,,,-26.503299,-61.175916
6,CHACO,13,XIII-CHACO,agencia,291,AG. VILLA BERTHET,VILLA BERTHET,MITRE S/NRO.,3545,03735-497699,,,,,,-27.289074,-60.412924
6,CHACO,13,XIII-CHACO,agencia,292,AG. TACO POZO,TACO POZO,MORENO S/NRO.,3714,03877-495105,,,,,,-25.615641,-63.268211
6,CHACO,13,XIII-CHACO,agencia,293,AG. PAMPA DEL INDIO,PAMPA DEL INDIO,BOBUENA VALDEZ 520,3531,0375-494285,,,,,,-26.048185,-59.942143
6,CHACO,13,XIII-CHACO,agencia,676,AG. QUITILIPI,QUITILIPI,AV. SAN MARTIN 740,3530,0364-4480651,,,,,,-26.870708,-60.215306
7,CHUBUT,17,XVII-CHUBUT,ugl,0,,COMODORO RIVADAVIA,SAAVEDRA 935,9000,0297-4471506 / 4472941 / 4444723 / 4444829,0297-4472470,0297-4443020,,,SR. ANDRES ROCA,-45.8606623,-67.4957469
7,CHUBUT,17,XVII-CHUBUT,agencia,354,AG. ESQUEL,ESQUEL,9 DE JULIO 725,9200,02945-452392 / 454718,0294-5454718,,,,,-42.915358,-71.324576
7,CHUBUT,17,XVII-CHUBUT,agencia,355,AG. TRELEW,TRELEW,PARAGUAY 88,9100,0280-4422637 / 4421986 / 4422040 / 4422432 / 4422251/ 4430376,,,,,,-43.255534,-65.303746
7,CHUBUT,17,XVII-CHUBUT,agencia,356,AG. PUERTO MADRYN,PUERTO MADRYN,MARCOS A. ZAR 445,9210,0280-4451169 / 4457746,0280-4453865,,,,,-42.769431,-65.036126
7,CHUBUT,17,XVII-CHUBUT,agencia,357,AG. SARMIENTO,SARMIENTO,PERITO MORENO 351,9020,0297-4893349,,,,,,-45.584251,-69.070709
7,CHUBUT,17,XVII-CHUBUT,agencia,358,AG. EL MAITEN,EL MAITEN,RIVADAVIA 772,9210,02945-495110,,,,,,-42.050185,-71.168418
7,CHUBUT,17,XVII-CHUBUT,agencia,359,AG. GAIMAN,GAIMAN,HIPOLITO YRIGOYEN 152,9105,02965-491208,,,,,,-43.288827,-65.492127
7,CHUBUT,17,XVII-CHUBUT,agencia,360,AG. RAWSON,RAWSON,PASAJE GARZON 74,9103,02965-481331,,,,,,-43.297089,-65.101851
7,CHUBUT,17,XVII-CHUBUT,agencia,361,AG. RIO MAYO,RIO MAYO,BELGRANO S/N,9030,0290-3420103,,,,,,-45.688165,-70.258863
7,CHUBUT,17,XVII-CHUBUT,agencia,362,AG. RIO SENGUER,RIO SENGUER,HOSPITAL RURAL SAN JUAN BOSCO,9033,02945-497007,,,,,,-45.04355,-70.817706
7,CHUBUT,17,XVII-CHUBUT,agencia,363,AG. GOB. COSTA,GOBERNADOR COSTA,JULIO A. ROCA Y JOSE AGUADO,9223,02945-491006,,,,,,-44.050583,-70.598001
7,CHUBUT,17,XVII-CHUBUT,agencia,364,AG. DOLAVON,DOLAVON,25 DE MAYO Y MAIPU NORTE,9107,02965-492074,,,,,,-43.308379,-65.706747
7,CHUBUT,17,XVII-CHUBUT,agencia,365,AG. DON BOSCO,COMODORO RIVADAVIA,KM 8 BARRIO PARQUE CASA 112,9003,0297-4535214,,,,,,-45.795566,-67.423314
7,CHUBUT,17,XVII-CHUBUT,agencia,366,AG. TREVELIN,TREVELIN,SAN MARTIN 719,9203,02945-480080,,,,,,-43.072689,-71.460745
7,CHUBUT,17,XVII-CHUBUT,agencia,684,BOCA DE ATENCION EL HOYO,EL HOYO DE EPUYEN,CALLE LOS GUINDOS Y LOS NOGALES,9211,02944-471065,,,,,,-42.061529,-71.519551
8,ENTRE RIOS,14,XIV-ENTRE RIOS,ugl,0,,PARANA,VENEZUELA 100,3100,0343-4220030 / 4230137 / 4231667 / 4230496 / 4233936 / 4223638 / 4312882/ 4223619,0343-4231667,0343-4230184,"Artesanías / manualidades, peluquería, caminatas, danzas, actividad acuática, yoga otras técnicas orientales, idiomas",0343-431 2882,SR. CARLOS MARTIN ALONSO,-31.7345119,-60.5328157
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,299,AG. NOGOYA,NOGOYA,CENTENARIO 1090,3150,03435-421146,,,,,,-32.399241,-59.787269
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,300,AG. GUALEGUAY,GUALEGUAY,FEDERACION 21,2840,03444-423012,0344-4423012,,"Gimnasia, enfermedades endócrinometabólicas, alimentación saludable, yoga otras técnicas orientales, movimiento",,,-33.149912,-59.312453
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,301,AG. LA PAZ,LA PAZ,ECHAGÜE 985,3190,03437-421659,0343-7421659,,,,,-30.741596,-59.645015
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,302,AG. ROSARIO DEL TALA,ROSARIO DEL TALA,SAENZ PEÑA 454,3174,03445-421218,,,,,,-32.302514,-59.141865
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,303,AG. VICTORIA,VICTORIA,ESPANA 261,3153,03436-421216,,,,,,-32.624665,-60.152725
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,304,AG. MACIA,MACIA,ELIAS LOIBER 20,3177,03445-461703,,,,,,-32.173651,-59.401238
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,305,AG. SANTA ELENA,SANTA ELENA,PRIMER MAESTRO 298,3192,03437-481868,,,,,,-30.947856,-59.78331
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,306,AG. DIAMANTE,DIAMANTE,COLON 447,3105,0343-4983044,,,,,,-32.061883,-60.638702
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,307,AG. HERNANDARIAS,HERNANDARIAS,TUCUMAN 368,3127,0343-4960241,,,,,,-31.230894,-59.984844
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,308,AG. GENERAL GALARZA,GENERAL GALARZA,AV. RAMIREZ S/NRO.,2843,03444-481085,,,,,,-32.720143,-59.394672
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,309,AG. LUCAS GONZALEZ,LUCAS GONZALEZ,SUPREMO ENTRERRIANO 298,3158,03435-480307,,,,,,-32.3846,-59.528418
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,311,AG. MARIA GRANDE,MARIA GRANDE,URQUIZA SIN NUMERO,3133,0343-4940707,,,,,,-31.662769,-59.909159
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,312,AG. CRESPO,CRESPO,ESTRADA 1322,3116,0343- 495 0444,,,,,,-32.031327,-60.305893
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,314,AG. CERRITO,CERRITO,DIAGONAL INDUSTRIA 245,3122,03434-890704,,,,,,-31.583763,-60.073078
8,ENTRE RIOS,14,XIV-ENTRE RIOS,agencia,690,AG. HASENKAMP,HASENKAMP,RAMIREZ 385,3134,0343-4930592,,,,,,-31.51188,-59.834014
8,ENTRE RIOS,34,XXXIV-CONCORDIA,ugl,0,,CONCORDIA,TUCUMAN 67,3200,0345-4218209 / 4279 422-6200 / 6201 / 6202,0345-4214279,0345-4226258,"Gimnasia, caminatas, deportes, técnicas de trabajo corporal, reflexión, memoria, historia y tradiciones, canto / coro, fotografía, encuentros vivenciales, relev.soc.sanit. de pob. afil. en gral, artesanías / manualidades, danzas, arte culinario, voluntariado, alimentación saludable, salud mental, festejos locales, intercambio generacional, artes plásticas, yoga otras técnicas orientales, estimulación del movimiento, contención del afilifado con padecimientos psiquicos, enfermedades cardiovasculares",0345-4212426,PROF. LEANDRO TRUPIANO,-31.3863251,-58.0148761
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,606,AG. GUALEGUAYCHU,GUALEGUAYCHU,AV. ROCAMORA 202,2820,03446-426043 / 433389 / 433164,,,,,,-33.011794,-58.521599
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,607,AG. CONCEP. DEL URUGUAY,CONCEPCION DEL URUGUAY,SAN MARTIN 547,3260,03442-425575 / 425719,,,"Gimnasia, Yoga otras técnicas orientales",,,-32.484841,-58.229495
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,608,AG. COLON,COLON,URQUIZA 308,3280,03447-422185 / 423963,,,,,,-32.222205,-58.138407
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,609,AG. FEDERAL,FEDERAL,BELGRANO E IRIGOYEN,3180,03454-421442,,,,,,-30.954315,-58.780056
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,610,AG. CHAJARI,CHAJARI,SAN MARTIN 1038,3228,03456-420065,,,,,,-30.761217,-57.979771
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,611,AG. VILLAGUAY,VILLAGUAY,COLON Y CASTELLI,3240,03445-422326,,,,,,-31.864565,-59.024339
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,612,AG. VILLA ELISA,VILLA ELISA,SAN MARTIN 1188,3265,03447-480264,,,Yoga otras técnicas orientales,,,-32.165677,-58.401543
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,613,AG. SAN JOSE,SAN JOSE,MORENO 1432,3283,03447-470010,,,,,,-32.217267,-58.21965
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,614,AG. SAN JOSE DE FELICIANO,SAN JOSE DE FELICIANO,RIVADAVIA 286,3187,03458-420210,,,,,,-30.383205,-58.752075
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,615,AG. SAN SALVADOR,SAN SALVADOR,RAMIREZ 74,3218,0345-4910493,,,,,,-31.623348,-58.506085
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,616,AG. URDINARRAIN,URDINARRAIN,AVDA. LIBERTAD 475,2826,03446-480690,,,,,,-32.688076,-58.887498
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,617,AG. LARROQUE,LARROQUE,JOSE VIRUE 235,2854,03446-460347,,,,,,-33.037234,-59.001224
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,618,AG. FEDERACION,FEDERACION,AVDA. ENTRE RIOS 27,3286,03456-482850,,,,,,-30.985556,-57.92044
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,619,AG. BASAVILBASO,BASAVILBASO,JUAN D. PERON 371,3170,03445-482207,,,,,,-32.370538,-58.875396
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,620,AG. SAN JAIME DE LA FRONTERA,SAN JAIME DE LA FRONTERA,RCA. ARGENTINA Y CUCHILLA DE MONTIEL,3185,03458-480473,,,,,,-30.339843,-58.306829
