tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_actividades,extra2_prestaciones,extra3_responsable,lat,lon
oficina,agencia,46,AG. MATIENZO,CORDOBA,,,BARRIO MATIENZO,FUERZA AEREA ARGENTINA 4800 ESQ.RICHARDSON,FUERZA AEREA ARGENTINA 4800 ESQ.RICHARDSON,5010,0351-4650194 / 4650029 / 46500112,,,,-31.432371,-64.243328
oficina,agencia,47,AG. VILLA LIBERTADOR,CORDOBA,,,BARRIO VILLA LIBERTADOR,LA FALDA 5434,LA FALDA 5434,5000,4351-4939916 / 4932150,,,,-31.47761,-64.212109
oficina,agencia,48,AG. VA. MARIA DEL RIO SECO,CORDOBA,,,VILLA DE MARIA DEL RIO SECO,RIVADAVIA esq. URUGUAY,RIVADAVIA esq. URUGUAY,5248,03522-422170,,,,-29.900931,-63.720753
oficina,agencia,49,AG. STA. ROSA DE RIO PRIMERO,CORDOBA,,,SANTA ROSA DE RIO PRIMERO,CORRIENTES 346,CORRIENTES 346,5133,03574-420086,"Juegos, Ropero comunitario, Gimnasia",,,-31.1473,-63.39838
oficina,agencia,50,AG. VA. DEL ROSARIO,CORDOBA,,,VILLA DEL ROSARIO,CATAMARCA 635,CATAMARCA 635,5963,0357-3422010,"Gimnasia, Alimentacion Saludable",,,-31.557218,-63.5339
oficina,agencia,51,AG. JESUS MARIA,CORDOBA,,,JESUS MARIA,DR. ANIBAL VIALE 826,DR. ANIBAL VIALE 826,5220,03525-420114 / 42610,Yoga Otras,,,-30.975953,-64.095851
oficina,agencia,52,AG. VILLA CARLOS PAZ,CORDOBA,,,VILLA CARLOS PAZ,SARGENTO CABRAL 126,SARGENTO CABRAL 126,5152,0354-1424199 / 430089,,,,-31.423248,-64.497579
oficina,agencia,53,AG. RIO CEBALLOS,CORDOBA,,,RIO CEBALLOS,Lestache esq. Serrano s/n°,Lestache esq. Serrano s/n°,5111,03543-451075 / 475735,Teatro,,,-31.165663,-64.32204
oficina,agencia,54,AG. UNQUILLO,CORDOBA,,,UNQUILLO,AV. SAN MARTIN ESQ. RIO NEGRO,AV. SAN MARTIN ESQ. RIO NEGRO,5106,03543-483094 / 485036,"Gimnasia, Alimentacion Saludable",,,-31.240701,-64.308978
oficina,agencia,55,AG. ALTA GRACIA,CORDOBA,,,ALTA GRACIA,Intendente Martinez 141,Intendente Martinez 141,5186,03547-422483,"Gimnasia, Juegos, Paseos salidas locales breves con fines recreativos, Yoga Otras Técnicas Orientales, Alimentacion Saludable, Artesanias / Manualidades",,,-31.653929,-64.430616
oficina,agencia,56,AG. MINA CLAVERO,CORDOBA,,,CURA BROCHERO,25 DE MAYO 146,25 DE MAYO 146,5891,03544-470282,"Caminatas, Deportes, Alimentacion Saludable, Prevención del Sedentarismo, Gimnasia, Controles Médicos en Salud, Enfermedades Cardiovasculares",,,-31.703927,-65.019593
oficina,agencia,57,AG. SAN JOSE DE LA DORMIDA,CORDOBA,,,SAN JOSE DE LA DORMIDA,AV. SAN MARTIN 168,AV. SAN MARTIN 168,5244,0352-1497223,,,,-30.355842,-63.945715
oficina,agencia,58,AG. RIO SEGUNDO,CORDOBA,,,RIO SEGUNDO,LEANDRO N. ALEM 1951,LEANDRO N. ALEM 1951,5960,03572-423532,,,,-31.651326,-63.912504
oficina,agencia,59,AG. PANAMERICANO,CORDOBA,,,BARRIO PANAMERICANO,ROBERTO J. PAIRO 4662,ROBERTO J. PAIRO 4662,5000,0351-492-8121,,,,-31.352098,-64.176189
oficina,agencia,60,AG. SAN VICENTE,CORDOBA,,,BARRIO SAN VICENTE,AV. SAN JERONIMO 2933,AV. SAN JERONIMO 2933,5200,0351-4556437/4567624/4569036,,,,-31.42328,-64.146404
oficina,agencia,61,AG. BELL VILLE,CORDOBA,,,BELL VILLE,SARMIENTO 21,SARMIENTO 21,2550,03537-425601 / 425174 / 425008,"Yoga Otras Técnicas Orientales, Paseos salidas locales breves con fines recreativos, Reflexión, Alimentacion Saludable, Prevención del Sedentarismo, Controles Médicos en Salud, Técnicas de Trabajo Corporal, Enfermedades Cardiovasculares, Gimnasia, Canto y Coro, Memoria, Danzas, Festejos Locales, Artes Plasticas, Caminatas, Juegos, Literatura",,,-32.629924,-62.691125
oficina,agencia,62,AG. MARCOS JUAREZ,CORDOBA,,,MARCOS JUAREZ,HIPOLITO YRIGOYEN 942,HIPOLITO YRIGOYEN 942,2580,03472-427160 / 427160,,,,-32.693873,-62.104236
oficina,agencia,63,AG. CORRAL DE BUSTOS,CORDOBA,,,CORRAL DE BUSTOS,AV. SANTA FE 319,AV. SANTA FE 319,2645,0346-8421404,,,,-33.282683,-62.185285
oficina,agencia,64,AG. LABORDE,CORDOBA,,,LABORDE,VELEZ SARSFIED 79,VELEZ SARSFIED 79,2567,03537-460497,,,,-33.153505,-62.855065
oficina,agencia,65,AG. CRUZ ALTA,CORDOBA,,,CRUZ ALTA,BELGRANO 1269,BELGRANO 1269,2189,0346-7421521,,,,-33.008268,-61.810931
oficina,agencia,66,AG. JUSTINIANO POSSE,CORDOBA,,,JUSTINIANO POSSE,9 DE JULIO 913,9 DE JULIO 913,2553,0353-4472222,,,,-32.88238,-62.680331
oficina,agencia,67,AG. NOETINGER,CORDOBA,,,NOETINGER,INT.FERNANDO MORERO 271,INT.FERNANDO MORERO 271,2563,0347-2470172,,,,-32.362273,-62.310877
oficina,agencia,68,AG. SAN FRANCISCO,CORDOBA,,,SAN FRANCISCO,ITURRASPE 2350,ITURRASPE 2350,2400,"03564-423718/1235, fax: 03564-41235","Gimnasia, Alimentacion Saludable, Todas las Temáticas, Enfermedades Endocrino metabolicas, Caminatas, Artes Plasticas, Artesanias / Manualidades, Paseos salidas locales breves con fines recreativos",,,-31.42707,-62.092048
oficina,agencia,69,AG. MORTEROS,CORDOBA,,,MORTEROS,BOULEVARD ILLIA 696,BOULEVARD ILLIA 696,6910,0356-2422859,,,,-30.708966,-62.004225
oficina,agencia,70,AG. LAS VARILLAS,CORDOBA,,,LAS VARILLAS,9 DE JULIO 72,9 DE JULIO 72,5940,0353-3420342,,,,-31.869649,-62.719924
oficina,agencia,71,AG. ARROYITO,CORDOBA,,,ARROYITO,VELEZ SARFIELD 943,VELEZ SARFIELD 943,2434,0357-6421070,,,,-31.414344,-63.050673
oficina,agencia,72,AG. BALNEARIA,CORDOBA,,,BALNEARIA,BV. BELGRANO 47,BV. BELGRANO 47,5141,0356-3420183,"Yoga Otras Técnicas Orientales , Alimentacion Saludable",,,-31.011932,-62665594
oficina,agencia,73,AG. PORTENA,CORDOBA,,,PORTEÑA,RIVADAVIA 692,RIVADAVIA 692,2415,0356-4450039,,,,-31.013219,-62.062075
oficina,agencia,75,AG. VILLA MARIA,CORDOBA,,,VILLA MARIA,LISANDRO DE LA TORRE 345,LISANDRO DE LA TORRE 345,5900,"0353-452-6773/0195/0926, fax: 0353-452-6773","Canto y Coro, Alfabetización, Juegos, Festejos Locales, Gimnasia, Danzas, Artesanias / Manualidades, Enfermedades Cardiovasculares, Enfermedades Endocrino metabolicas, Computación, Periodismo, Formación de Ag. Com. p/detecc. Seg. Acomp. Y Deriv. De Af. Bajo Prog., Artes Plasticas, Técnicas de Trabajo Corpora, Alimentacion Saludable, Memoria, Arte Culinario, Grupo Autoayuda, Música, Yoga Otras Técnicas Orientales, Teatro, Relev. Soc. Sanit. de Pob. b/Prog. Focaliz, Derechos Ciudadanos en General",,,-32.403426,-63.246964
oficina,agencia,76,AG. LA CARLOTA,CORDOBA,,,LA CARLOTA,LEANDRO N. ALEM 197,LEANDRO N. ALEM 197,2670,0358-4420323,,,,-33.418619,-63.293366
oficina,agencia,77,AG. GRAL. CABRERA,CORDOBA,,,GENERAL CABRERA,RIOJA 934,RIOJA 934,5809,0358-4930157,,,,-32.812526,-63.870184
oficina,agencia,78,AG. OLIVA,CORDOBA,,,OLIVA,COLON 170,COLON 170,5980,03532-420047 / 421700,,,,-32.038876,-63.570589
oficina,agencia,79,AG. UCACHA,CORDOBA,,,UCACHA,MISIONES 159,MISIONES 159,2677,0353-4900223,,,,-33.032377,-63.507164
oficina,agencia,80,AG. COSQUIN,CORDOBA,,,COSQUIN,PTE. PERON 778,PTE. PERON 778,5166,03541-451919 / 452003 / 452003,"Alimentación Saludable, Controles Médicos en Salud, Enfermedades Endocrino metabolicas, Artesanias / Manualidades, Danzas, Gimnasia, Yoga Otras Técnicas Orientales",,,-31.241646,-64.462502
oficina,agencia,81,AG. CRUZ DEL EJE,CORDOBA,,,CRUZ DEL EJE,HIPOLITO IRIGOYEN 160,HIPOLITO IRIGOYEN 160,5280,03549-423393 / 421055,"Artesanías / Manualidades, Alimentacion Saludable, Gimnasia, Enfermedades Cardiovasculares, Enfermedades Endocrino metabolicas, Yoga Otras Técnicas Orientales, Controles Médicos en Salud",,,-30.720329,-64.810073
oficina,agencia,82,AG. LA FALDA,CORDOBA,,,LA FALDA,AV. ESPAÑA 263,AV. ESPAÑA 263,5172,03548-421181 / 426371 / 427271,,,,-31.086568,-64.483573
oficina,agencia,83,AG. CAPILLA DEL MONTE,CORDOBA,,,CAPILLA DEL MONTE,MITRE 682,MITRE 682,5184,03548-481389,,,,-30.854085,-64.526017
oficina,agencia,84,AG. LA CUMBRE,CORDOBA,,,LA CUMBRE,LOPEZ Y PLANES 345,LOPEZ Y PLANES 345,5178,0354-8451940,"Gimnasia, Alimentacion Saludable",,,-30.981288,-64.490955
oficina,agencia,85,AG. RIO TERCERO,CORDOBA,,,RIO TERCERO,MARTIN MAROTTO ESQ. URUGUAY,MARTIN MAROTTO ESQ. URUGUAY,5850,0357-1422235 / 1431798,,,,-32.177211,-64.105378
oficina,agencia,86,AG. STA. ROSA DE CALAMUCHITA,CORDOBA,,,STA. ROSA DE CALAMUCHITA,AV. JOSE MARIA GOMEZ 571,AV. JOSE MARIA GOMEZ 571,5196,0354-6320365,"Gimnasia, Yoga Otras Técnicas Orientales, Alimentacion Saludable",,,-32.067338,-64.549724
oficina,agencia,87,AG. HERNANDO,CORDOBA,,,HERNANDO,MATHEU 166,MATHEU 166,5929,0353-496-1492,,,,-32.426195,-63.730452
oficina,agencia,685,BOCA DE ATENCION HOSPITAL DE CLINICAS,CORDOBA,,,CORDOBA,SANTA ROSA 1564,SANTA ROSA 1564,5000,0351-4864645,,,,-31.406231,-64.20432
oficina,ugl,0,,CORDOBA,,,RIO CUARTO,ALVEAR 842,ALVEAR 842,5800,"0358-4672210 - 4672211 AL 21, fax: 406 /407","Memoria, artesanías / manualidades, yoga otras técncias orientales, gimnasia, arte culinario, canto / coro, danzas",,SRA. VILMA CATALINA CHIAPPELLO,-33.124259,-64.3506553
oficina,agencia,631,AG. LABOULAYE,CORDOBA,,,LABOULAYE,TOMAS SCOTT 18,TOMAS SCOTT 18,6120,03385-426422,,,,-34.130226,-63.390967
oficina,agencia,632,AG. HUINCA RENANCO,CORDOBA,,,HUINCA RENANCO,GUEMES 84,GUEMES 84,6270,02336-442066,,,,-34.84195,-64.373771
oficina,agencia,633,AG. VICUNA MACKENA,CORDOBA,,,VICUNA MACKENNA,FRANCISCO TORRES 579,FRANCISCO TORRES 579,6140,03583-420647,,,,-33.913965,-64.38965
oficina,agencia,634,AG. CORONEL MOLDES,CORDOBA,,,CORONEL MOLDES,9 DE JULIO 548,9 DE JULIO 548,5847,03582-481800,,,,-33.625019,-64.598887
oficina,agencia,635,AG. CANALS,CORDOBA,,,CANALS,BUENOS AIRES 202,BUENOS AIRES 202,2650,03463-420669,Artesanías / manualidades,,,-33.561888,-62.881583
oficina,agencia,636,AG. SAMPACHO,CORDOBA,,,SAMPACHO,19 DE NOVIEMBRE ESQUINA LAMADRID,19 DE NOVIEMBRE ESQUINA LAMADRID,5829,03582-420500,,,,-33.385049,-64.72141
oficina,agencia,637,AG. ELENA,CORDOBA,,,ELENA,SAN JUAN Y CONCEJAL SERENA,SAN JUAN Y CONCEJAL SERENA,5815,0358-4881143,,,,-32.572096,-64.39461
oficina,ugl,0,,CORRIENTES,,,CORRIENTES,JUJUY 1140,JUJUY 1140,3400,"CONMUTADOR: 0379 447-6600, fax: 0379-4424491",Gimnasia,0379-4437913 /4423595,Dr. LUCIO CORNEJO,-27.4711065,-58.82825519999999
oficina,agencia,22,AG. GOYA,CORRIENTES,,,GOYA,COLON 1587,COLON 1587,3450,0377-7421004/433655,,,,-29.151768,-59.266287
oficina,agencia,23,AG. PASO DE LOS LIBRES,CORRIENTES,,,PASO DE LOS LIBRES,BME. MITRE 1069,BME. MITRE 1069,3230,0377-2422384,,,,-29.713793,-57.087153
oficina,agencia,24,AG. SANTO TOME,CORRIENTES,,,SANTO TOME,BARTOLOME MITRE 768,BARTOLOME MITRE 768,3340,0375-6420047,,,,-28.545926,-56.033134
oficina,agencia,25,AG. MONTE CASEROS,CORRIENTES,,,MONTE CASEROS,ESPANA 360,ESPANA 360,3320,0377-5422695,,,,-30.249962,-57.633345
oficina,agencia,26,AG. MERCEDES,CORRIENTES,,,MERCEDES,J. A. FERREYRA Y DR. RIVAS,J. A. FERREYRA Y DR. RIVAS,3470,03773-420288,,,,-29.180248,-58.0812
oficina,agencia,27,AG. CURUZU CUATIA,CORRIENTES,,,CURUZU CUATIA,CASTILLO 1086,CASTILLO 1086,3460,03774-422955,,,,-29.79142,-58.049877
oficina,agencia,28,AG. BELLA VISTA,CORRIENTES,,,BELLA VISTA,SALTA 1019,SALTA 1019,3432,03777-451626/451413,,,,-28.507655,-59.044869
oficina,agencia,29,AG. GOB. VIRASORO,CORRIENTES,,,VIRASORO,LAVALLE Y MOCITO ACUÑA,LAVALLE Y MOCITO ACUÑA,3342,0375-6481046,,,,-29.176258,-56.643498
oficina,agencia,30,AG. ESQUINA,CORRIENTES,,,ESQUINA,25 DE MAYO 640,25 DE MAYO 640,3196,"0377-7460192, fax: 0377-7460192",,,,-30.017437,-59.532126
oficina,agencia,31,AG. ITUZAINGO,CORRIENTES,,,ITUZAINGO,CALLE BELGRANO 1628,CALLE BELGRANO 1628,3302,"0378-6420196, fax: 0378-6420196",,,,-27.58635,-56.686721
oficina,agencia,32,AG. GENERAL PAZ,CORRIENTES,,,GENERAL PAZ,BLANCO VEGA Y GORDIOLA NIELLA,BLANCO VEGA Y GORDIOLA NIELLA,3407,0378-1420134 / 03783-652751,,,,-27.752025,-57.621925
oficina,agencia,33,AG. SALADAS,CORRIENTES,,,SALADAS,ALVEAR 1107,ALVEAR 1107,3420,"03782 -421769, fax: 03782 -421769",,,,-28.25489,-58.623016
oficina,agencia,34,AG. SAN COSME,CORRIENTES,,,SAN COSME,MIGUEL DE LOS RIOS E/S. J. BAUTISTA Y CORRIENTES,MIGUEL DE LOS RIOS E/S. J. BAUTISTA Y CORRIENTES,3412,0378-3496093,,,,-27.509375,-58.55572
oficina,agencia,35,AG. SAUCE,CORRIENTES,,,SAUCE,GRAL. PAZ Y BME. MITRE,GRAL. PAZ Y BME. MITRE,3463,"0377-448-0066, fax: 0377-448-0066",,,,-30.086103,-58.786819
oficina,agencia,36,AG. LA CRUZ,CORRIENTES,,,LA CRUZ,UNION 1021,UNION 1021,3346,0377-2491131,,,,-28.182948,-56.650343
oficina,agencia,37,AG. ALVEAR,CORRIENTES,,,ALVEAR,ISACO ABITBOL 1355,ISACO ABITBOL 1355,3344,0377-2470519,,,,-29.098683,-56.553479
oficina,agencia,38,AG. ITATI,CORRIENTES,,,ITATI,DESIDERIO SOSA 755,DESIDERIO SOSA 755,3414,0378-3493190,,,,-27.269851,-58.243743
oficina,agencia,39,AG. MBURUCUYA,CORRIENTES,,,MBURUCUYA,BELGRANO 834,BELGRANO 834,3427,0378-2498004 / 509982,,,,-28.045281,-58.226345
oficina,agencia,40,AG. MOCORETA,CORRIENTES,,,MOCORETA,25 DE MAYO 245,25 DE MAYO 245,3226,03775-498003,,,,-30.618635,-57.974303
oficina,agencia,41,AG. SANTA ROSA,CORRIENTES,,,SANTA ROSA,BELGRANO 66,BELGRANO 66,3421,03782-494397,,,,-28.264775,-58.120472
oficina,ugl,0,,CHACO,,,RESISTENCIA,AV. 9 DE JULIO 155,AV. 9 DE JULIO 155,3500,"0362-4421915 /4444219 /4444220 /4444221 /4433171, fax: 0362-4444221","Computación, danzas, yoga otras actividades orientales, intercambio, generacional, nuevas org. aniz. familiares y rol del adulto mayor, narración, vejez y ciudadanía",int. 122,CDRA. CRISTINA NIDIA ABOITIZ,-27.452485,-58.985155
oficina,agencia,276,AG. PTE. ROQUE SAENZ PENA,CHACO,,,PTE. ROQUE SAENZ PEÑA,LOPEZ Y PLANES 519,LOPEZ Y PLANES 519,3700,0364-4422452,"Danzas, gimnasia",,,-26.78274,-60.438906
oficina,agencia,277,AG. VILLA ANGELA,CHACO,,,VILLA ANGELA,9 DE JULIO ESQ. LAVALLE,9 DE JULIO ESQ. LAVALLE,3540,03735-421101,,,,-27.577126,-60.716761
oficina,agencia,278,AG. GRAL. SAN MARTIN,CHACO,,,GRAL. SAN MARTIN,12 DE OCTUBRE 660,12 DE OCTUBRE 660,3509,03725-420451,,,,-26.539855,-59.347336
oficina,agencia,279,AG. LAS BRENAS,CHACO,,,LAS BREÑAS,GRAL. JONES 367,GRAL. JONES 367,3722,03731-460193 RPV.7170 / Internos: 101/102 y 110,"Yoga otras actividades orientales, gimnasia",,,-27.085493,-61.085801
oficina,agencia,280,AG. CHARATA,CHACO,,,CHARATA,25 DE MAYO 857,25 DE MAYO 857,3730,03731-420132,,,,-27.21277,-61.187632
oficina,agencia,281,AG. CASTELLI,CHACO,,,JUAN JOSE CASTELLI,SARMIENTO 940,SARMIENTO 940,3705,0364-4471360,,,,-25.942455,-60.624375
oficina,agencia,282,AG. BARRANQUERAS,CHACO,,,BARRANQUERAS,LAPRIDA 5440,LAPRIDA 5440,3503,0362-4415156,,,,-27.487487,-58.930603
oficina,agencia,283,AG. LAS PALMAS,CHACO,,,LAS PALMAS,SAN MARTIN Y REMEDIOS DE ESCALADA,SAN MARTIN Y REMEDIOS DE ESCALADA,3518,0362-4470277,,,,-27.052017,-58.679194
oficina,agencia,284,AG. TRES ISLETAS,CHACO,,,TRES ISLETAS,ALBERDI 602,ALBERDI 602,3703,0364-4461246,,,,-26.338576,-60.43117
oficina,agencia,285,AG. GENERAL PINEDO,CHACO,,,GRAL. PINEDO,RIVADAVIA 357,RIVADAVIA 357,3732,"03731-480127, fax: 0373-1480127",,,,-27.3245,-61.280973
oficina,agencia,286,AG. SANTA SYLVINA,CHACO,,,SANTA SILVINA,GRANADERO BAIGORRIA S/NRO.,GRANADERO BAIGORRIA S/NRO.,3541,03735-494473,,,,-27.828412,-61.133258
oficina,agencia,287,AG. SAN BERNARDO,CHACO,,,SAN BERNARDO,MORENO ESQ. MAYPU,MORENO ESQ. MAYPU,3701,03735-496453,,,,-27.286443,-60.712559
oficina,agencia,288,AG. CORZUELA,CHACO,,,CORZUELA,RIVADAVIA 120,RIVADAVIA 120,3718,03731-470406,,,,-26.95,-60.983333
oficina,agencia,289,AG. MACHAGAI,CHACO,,,MACHAGAI,URUGUAY 267,URUGUAY 267,3534,03734-471325,,,,-26.926049,-60.048831
oficina,agencia,290,AG. PAMPA DEL INFIERNO,CHACO,,,PAMPA DEL INFIERNO,SAN MARTIN 551,SAN MARTIN 551,3708,0364-4497575 (RPV.7400),,,,-26.503299,-61.175916
oficina,agencia,291,AG. VILLA BERTHET,CHACO,,,VILLA BERTHET,MITRE S/NRO.,MITRE S/NRO.,3545,03735-497699,,,,-27.289074,-60.412924
oficina,agencia,292,AG. TACO POZO,CHACO,,,TACO POZO,MORENO S/NRO.,MORENO S/NRO.,3714,03877-495105,,,,-25.615641,-63.268211
oficina,agencia,293,AG. PAMPA DEL INDIO,CHACO,,,PAMPA DEL INDIO,BOBUENA VALDEZ 520,BOBUENA VALDEZ 520,3531,0375-494285,,,,-26.048185,-59.942143
oficina,agencia,676,AG. QUITILIPI,CHACO,,,QUITILIPI,AV. SAN MARTIN 740,AV. SAN MARTIN 740,3530,0364-4480651,,,,-26.870708,-60.215306
oficina,ugl,0,,CHUBUT,,,COMODORO RIVADAVIA,SAAVEDRA 935,SAAVEDRA 935,9000,"0297-4471506 / 4472941 / 4444723 / 4444829, fax: 0297-4472470",,,SR. ANDRES ROCA,-45.8606623,-67.4957469
oficina,agencia,354,AG. ESQUEL,CHUBUT,,,ESQUEL,9 DE JULIO 725,9 DE JULIO 725,9200,"02945-452392 / 454718, fax: 0294-5454718",,,,-42.915358,-71.324576
oficina,agencia,355,AG. TRELEW,CHUBUT,,,TRELEW,PARAGUAY 88,PARAGUAY 88,9100,0280-4422637 / 4421986 / 4422040 / 4422432 / 4422251/ 4430376,,,,-43.255534,-65.303746
oficina,agencia,356,AG. PUERTO MADRYN,CHUBUT,,,PUERTO MADRYN,MARCOS A. ZAR 445,MARCOS A. ZAR 445,9210,"0280-4451169 / 4457746, fax: 0280-4453865",,,,-42.769431,-65.036126
oficina,agencia,357,AG. SARMIENTO,CHUBUT,,,SARMIENTO,PERITO MORENO 351,PERITO MORENO 351,9020,0297-4893349,,,,-45.584251,-69.070709
oficina,agencia,358,AG. EL MAITEN,CHUBUT,,,EL MAITEN,RIVADAVIA 772,RIVADAVIA 772,9210,02945-495110,,,,-42.050185,-71.168418
oficina,agencia,359,AG. GAIMAN,CHUBUT,,,GAIMAN,HIPOLITO YRIGOYEN 152,HIPOLITO YRIGOYEN 152,9105,02965-491208,,,,-43.288827,-65.492127
oficina,agencia,360,AG. RAWSON,CHUBUT,,,RAWSON,PASAJE GARZON 74,PASAJE GARZON 74,9103,02965-481331,,,,-43.297089,-65.101851
oficina,agencia,361,AG. RIO MAYO,CHUBUT,,,RIO MAYO,BELGRANO S/N,BELGRANO S/N,9030,0290-3420103,,,,-45.688165,-70.258863
oficina,agencia,362,AG. RIO SENGUER,CHUBUT,,,RIO SENGUER,HOSPITAL RURAL SAN JUAN BOSCO,HOSPITAL RURAL SAN JUAN BOSCO,9033,02945-497007,,,,-45.04355,-70.817706
oficina,agencia,363,AG. GOB. COSTA,CHUBUT,,,GOBERNADOR COSTA,JULIO A. ROCA Y JOSE AGUADO,JULIO A. ROCA Y JOSE AGUADO,9223,02945-491006,,,,-44.050583,-70.598001
oficina,agencia,364,AG. DOLAVON,CHUBUT,,,DOLAVON,25 DE MAYO Y MAIPU NORTE,25 DE MAYO Y MAIPU NORTE,9107,02965-492074,,,,-43.308379,-65.706747
oficina,agencia,365,AG. DON BOSCO,CHUBUT,,,COMODORO RIVADAVIA,KM 8 BARRIO PARQUE CASA 112,KM 8 BARRIO PARQUE CASA 112,9003,0297-4535214,,,,-45.795566,-67.423314
oficina,agencia,366,AG. TREVELIN,CHUBUT,,,TREVELIN,SAN MARTIN 719,SAN MARTIN 719,9203,02945-480080,,,,-43.072689,-71.460745
oficina,agencia,684,BOCA DE ATENCION EL HOYO,CHUBUT,,,EL HOYO DE EPUYEN,CALLE LOS GUINDOS Y LOS NOGALES,CALLE LOS GUINDOS Y LOS NOGALES,9211,02944-471065,,,,-42.061529,-71.519551
oficina,ugl,0,,ENTRE RIOS,,,PARANA,VENEZUELA 100,VENEZUELA 100,3100,"0343-4220030 / 4230137 / 4231667 / 4230496 / 4233936 / 4223638 / 4312882/ 4223619, fax: 0343-4231667","Artesanías / manualidades, peluquería, caminatas, danzas, actividad acuática, yoga otras técnicas orientales, idiomas",0343-431 2882,SR. CARLOS MARTIN ALONSO,-31.7345119,-60.5328157
oficina,agencia,299,AG. NOGOYA,ENTRE RIOS,,,NOGOYA,CENTENARIO 1090,CENTENARIO 1090,3150,03435-421146,,,,-32.399241,-59.787269
oficina,agencia,300,AG. GUALEGUAY,ENTRE RIOS,,,GUALEGUAY,FEDERACION 21,FEDERACION 21,2840,"03444-423012, fax: 0344-4423012","Gimnasia, enfermedades endócrinometabólicas, alimentación saludable, yoga otras técnicas orientales, movimiento",,,-33.149912,-59.312453
oficina,agencia,301,AG. LA PAZ,ENTRE RIOS,,,LA PAZ,ECHAGÜE 985,ECHAGÜE 985,3190,"03437-421659, fax: 0343-7421659",,,,-30.741596,-59.645015
oficina,agencia,302,AG. ROSARIO DEL TALA,ENTRE RIOS,,,ROSARIO DEL TALA,SAENZ PEÑA 454,SAENZ PEÑA 454,3174,03445-421218,,,,-32.302514,-59.141865
oficina,agencia,303,AG. VICTORIA,ENTRE RIOS,,,VICTORIA,ESPANA 261,ESPANA 261,3153,03436-421216,,,,-32.624665,-60.152725
oficina,agencia,304,AG. MACIA,ENTRE RIOS,,,MACIA,ELIAS LOIBER 20,ELIAS LOIBER 20,3177,03445-461703,,,,-32.173651,-59.401238
oficina,agencia,305,AG. SANTA ELENA,ENTRE RIOS,,,SANTA ELENA,PRIMER MAESTRO 298,PRIMER MAESTRO 298,3192,03437-481868,,,,-30.947856,-59.78331
oficina,agencia,306,AG. DIAMANTE,ENTRE RIOS,,,DIAMANTE,COLON 447,COLON 447,3105,0343-4983044,,,,-32.061883,-60.638702
oficina,agencia,307,AG. HERNANDARIAS,ENTRE RIOS,,,HERNANDARIAS,TUCUMAN 368,TUCUMAN 368,3127,0343-4960241,,,,-31.230894,-59.984844
oficina,agencia,308,AG. GENERAL GALARZA,ENTRE RIOS,,,GENERAL GALARZA,AV. RAMIREZ S/NRO.,AV. RAMIREZ S/NRO.,2843,03444-481085,,,,-32.720143,-59.394672
oficina,agencia,309,AG. LUCAS GONZALEZ,ENTRE RIOS,,,LUCAS GONZALEZ,SUPREMO ENTRERRIANO 298,SUPREMO ENTRERRIANO 298,3158,03435-480307,,,,-32.3846,-59.528418
oficina,agencia,311,AG. MARIA GRANDE,ENTRE RIOS,,,MARIA GRANDE,URQUIZA SIN NUMERO,URQUIZA SIN NUMERO,3133,0343-4940707,,,,-31.662769,-59.909159
oficina,agencia,312,AG. CRESPO,ENTRE RIOS,,,CRESPO,ESTRADA 1322,ESTRADA 1322,3116,0343- 495 0444,,,,-32.031327,-60.305893
oficina,agencia,314,AG. CERRITO,ENTRE RIOS,,,CERRITO,DIAGONAL INDUSTRIA 245,DIAGONAL INDUSTRIA 245,3122,03434-890704,,,,-31.583763,-60.073078
oficina,agencia,690,AG. HASENKAMP,ENTRE RIOS,,,HASENKAMP,RAMIREZ 385,RAMIREZ 385,3134,0343-4930592,,,,-31.51188,-59.834014
oficina,ugl,0,,ENTRE RIOS,,,CONCORDIA,TUCUMAN 67,TUCUMAN 67,3200,"0345-4218209 / 4279 422-6200 / 6201 / 6202, fax: 0345-4214279","Gimnasia, caminatas, deportes, técnicas de trabajo corporal, reflexión, memoria, historia y tradiciones, canto / coro, fotografía, encuentros vivenciales, relev.soc.sanit. de pob. afil. en gral, artesanías / manualidades, danzas, arte culinario, voluntariado, alimentación saludable, salud mental, festejos locales, intercambio generacional, artes plásticas, yoga otras técnicas orientales, estimulación del movimiento, contención del afilifado con padecimientos psiquicos, enfermedades cardiovasculares",0345-4212426,PROF. LEANDRO TRUPIANO,-31.3863251,-58.0148761
oficina,agencia,606,AG. GUALEGUAYCHU,ENTRE RIOS,,,GUALEGUAYCHU,AV. ROCAMORA 202,AV. ROCAMORA 202,2820,03446-426043 / 433389 / 433164,,,,-33.011794,-58.521599
oficina,agencia,607,AG. CONCEP. DEL URUGUAY,ENTRE RIOS,,,CONCEPCION DEL URUGUAY,SAN MARTIN 547,SAN MARTIN 547,3260,03442-425575 / 425719,"Gimnasia, Yoga otras técnicas orientales",,,-32.484841,-58.229495
oficina,agencia,608,AG. COLON,ENTRE RIOS,,,COLON,URQUIZA 308,URQUIZA 308,3280,03447-422185 / 423963,,,,-32.222205,-58.138407
