tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_delegacion,extra2_codigo_delegacion,extra3,lat,lon
Farmacia,,903004341,ALBERDI,CORDOBA,,,CORDOBA,"ENFERMERA CLERMONT 552, CORDOBA, CORDOBA, Argentina",ENFERMERA CLERMONT 552,5000,,CORDOBA,3,,,
Farmacia,,903202185,ALBERDI,CORDOBA,,,ALMAFUERTE,"ALBERDI 313, ALMAFUERTE, CORDOBA, Argentina",ALBERDI 313,5854,,CORDOBA,3,,,
Farmacia,,903221416,ALBERDI,CORDOBA,,,CORDOBA,"ENT CLER MONT 552, CORDOBA, CORDOBA, Argentina",ENT CLER MONT 552,5003,,CORDOBA,3,,,
Farmacia,,903223514,ALBERICI,CORDOBA,,,ELENA,"SAN JUAN 72, ELENA, CORDOBA, Argentina",SAN JUAN 72,5815,,CORDOBA,3,,,
Farmacia,,903106179,ALBERTO BONETTO,CORDOBA,,,SAIRA,"25 DE MAYO S, SAIRA, CORDOBA, Argentina",25 DE MAYO S,2525,,CORDOBA,3,,,
Farmacia,,903024521,ALBION,CORDOBA,,,CORDOBA,"AVENIDA GENERAL PAZ 402, CORDOBA, CORDOBA, Argentina",AVENIDA GENERAL PAZ 402,5000,,CORDOBA,3,,,
Farmacia,,903206735,ALBION IV,CORDOBA,,,CORDOBA,"AVENIDA HIPOLITO IRIGOY 358, CORDOBA, CORDOBA, Argentina",AVENIDA HIPOLITO IRIGOY 358,5000,,CORDOBA,3,,,
Farmacia,,903004791,ALBIZURI,CORDOBA,,,MONTE MAIZ,"ENTRE RIOS 1760, MONTE MAIZ, CORDOBA, Argentina",ENTRE RIOS 1760,2659,,CORDOBA,3,,,
Farmacia,,903213206,ALBIZURI II,CORDOBA,,,MONTE MAIZ,"CORDOBA 1110, MONTE MAIZ, CORDOBA, Argentina",CORDOBA 1110,2659,,CORDOBA,3,,,
Farmacia,,903208121,ALBIÑANA,CORDOBA,,,CORDOBA,"M 35 CASA 8 CERVEC, CORDOBA, CORDOBA, Argentina",M 35 CASA 8 CERVEC,5014,,CORDOBA,3,,,
Farmacia,,903208319,ALCALINO,CORDOBA,,,ARROYO CABRAL,"RIVADAVIA 565, ARROYO CABRAL, CORDOBA, Argentina",RIVADAVIA 565,5917,,CORDOBA,3,,,
Farmacia,,903206364,ALCION,CORDOBA,,,CORDOBA,"JUAN B JUSTO 3001, CORDOBA, CORDOBA, Argentina",JUAN B JUSTO 3001,5001,,CORDOBA,3,,,
Farmacia,,903207500,ALDAYA,CORDOBA,,,CORDOBA,"L COLODRERO 2771, CORDOBA, CORDOBA, Argentina",L COLODRERO 2771,5008,,CORDOBA,3,,,
Farmacia,,903217617,ALEGIO,CORDOBA,,,LA PAQUITA,"GUEMES 314, LA PAQUITA, CORDOBA, Argentina",GUEMES 314,2417,,CORDOBA,3,,,
Farmacia,,903020613,ALEJANDRA GIANRE,CORDOBA,,,CORDOBA,"ALSINA 2581, CORDOBA, CORDOBA, Argentina",ALSINA 2581,5000,,CORDOBA,3,,,
Farmacia,,903014536,ALEM,CORDOBA,,,CORDOBA,"AVENIDA L N ALEM 1214, CORDOBA, CORDOBA, Argentina",AVENIDA L N ALEM 1214,5000,,CORDOBA,3,,,
Farmacia,,903216702,ALEM,CORDOBA,,,DEVOTO,"CINCUENTENARIO 355, DEVOTO, CORDOBA, Argentina",CINCUENTENARIO 355,2424,,CORDOBA,3,,,
Farmacia,,903009460,ALESSANDRONI,CORDOBA,,,LOS SURGEN,"SAN MARTIN 346, LOS SURGEN, CORDOBA, Argentina",SAN MARTIN 346,2581,,CORDOBA,3,,,
Farmacia,,903011146,ALESSO,CORDOBA,,,MORTEROS,"BV 9 DE JULIO 1475, MORTEROS, CORDOBA, Argentina",BV 9 DE JULIO 1475,2421,,CORDOBA,3,,,
Farmacia,,903202199,ALESSO,CORDOBA,,,BRINKMANN,"SAN JUSTO 403, BRINKMANN, CORDOBA, Argentina",SAN JUSTO 403,2419,,CORDOBA,3,,,
Farmacia,,903200091,ALFREDO SOTO,CORDOBA,,,VILLA DOLORES,"SAN MARTIN Y LAJE, VILLA DOLORES, CORDOBA, Argentina",SAN MARTIN Y LAJE,5870,,CORDOBA,3,,,
Farmacia,,903209520,ALLADIO,CORDOBA,,,BELL VILLE,"SARMIENTO 79, BELL VILLE, CORDOBA, Argentina",SARMIENTO 79,2550,,CORDOBA,3,,,
Farmacia,,903100284,ALLEMANDI,CORDOBA,,,CORDOBA,"RICHARDSON 320, CORDOBA, CORDOBA, Argentina",RICHARDSON 320,5000,,CORDOBA,3,,,
Farmacia,,903213721,ALOCHIS,CORDOBA,,,VILLA FONT,"FONTANA Y ALTE BR, VILLA FONT, CORDOBA, Argentina",FONTANA Y ALTE BR,5137,,CORDOBA,3,,,
Farmacia,,903005488,ALONSO,CORDOBA,,,STA EUFEMI,"BELGRANO, STA EUFEMI, CORDOBA, Argentina",BELGRANO,2671,,CORDOBA,3,,,
Farmacia,,903021314,ALONZO,CORDOBA,,,RIO CEBALLOS,"AVENIDA SAN MARTIN 827, RIO CEBALLOS, CORDOBA, Argentina",AVENIDA SAN MARTIN 827,5111,,CORDOBA,3,,,
Farmacia,,903023741,ALPA CORRAL,CORDOBA,,,ALPA CORRA,"S/N, ALPA CORRA, CORDOBA, Argentina",S/N,5801,,CORDOBA,3,,,
Farmacia,,903222007,ALQUIMIA,CORDOBA,,,CORDOBA,"AVENIDA JUAN B JUSTO 4775, CORDOBA, CORDOBA, Argentina",AVENIDA JUAN B JUSTO 4775,5001,,CORDOBA,3,,,
Farmacia,,903220672,ALTA CORDOBA,CORDOBA,,,CORDOBA,"ROQUE SAENZ PEÑA 1499, CORDOBA, CORDOBA, Argentina",ROQUE SAENZ PEÑA 1499,5000,,CORDOBA,3,,,
Farmacia,,903216891,ALTA GRACIA,CORDOBA,,,ALTA GRACIA,"SAN MARTIN 198, ALTA GRACIA, CORDOBA, Argentina",SAN MARTIN 198,5186,,CORDOBA,3,,,
Farmacia,,903108234,ALTAMIRANO,CORDOBA,,,VA DE LAS,"BELGRANO, VA DE LAS, CORDOBA, Argentina",BELGRANO,5885,,CORDOBA,3,,,
Farmacia,,903213455,ALTAMIRANO,CORDOBA,,,VILLA ROSARIO,"25 DE MAYO 602, VILLA ROSARIO, CORDOBA, Argentina",25 DE MAYO 602,5963,,CORDOBA,3,,,
Farmacia,,903221433,ALTAMIRANO CRISTIANI,CORDOBA,,,CORDOBA,"AVENIDA DE MAYO 1442, CORDOBA, CORDOBA, Argentina",AVENIDA DE MAYO 1442,5000,,CORDOBA,3,,,
Farmacia,,903105110,ALTAMIRANO SANTOS,CORDOBA,,,ARROYO CABRAL,"CORDOBA 429, ARROYO CABRAL, CORDOBA, Argentina",CORDOBA 429,5917,,CORDOBA,3,,,
Farmacia,,903221059,ALTEA,CORDOBA,,,CORDOBA,"INGENIERO LOPEZ 250, CORDOBA, CORDOBA, Argentina",INGENIERO LOPEZ 250,5000,,CORDOBA,3,,,
Farmacia,,903013028,ALTINA,CORDOBA,,,ALICIA,"BV BUENOS AIRES 440, ALICIA, CORDOBA, Argentina",BV BUENOS AIRES 440,5949,,CORDOBA,3,,,
Farmacia,,903209329,ALVAREZ,CORDOBA,,,VILLA DOLORES,"HIPOLITO YRIGOYEN 401, VILLA DOLORES, CORDOBA, Argentina",HIPOLITO YRIGOYEN 401,5870,,CORDOBA,3,,,
Farmacia,,903221045,ALVAREZ,CORDOBA,,,CORDOBA,"CORRO 2541, CORDOBA, CORDOBA, Argentina",CORRO 2541,5016,,CORDOBA,3,,,
Farmacia,,903004354,ALVAREZ DE BESSO,CORDOBA,,,CORDOBA,"RAFAEL GARCIA 3291, CORDOBA, CORDOBA, Argentina",RAFAEL GARCIA 3291,5000,,CORDOBA,3,,,
Farmacia,,903221141,ALVEAR SA,CORDOBA,,,CORDOBA,"ALVEAR 500, CORDOBA, CORDOBA, Argentina",ALVEAR 500,5000,,CORDOBA,3,,,
Farmacia,,903208820,AMADEO,CORDOBA,,,CORDOBA,"AVENIDA SABATTINI 2630, CORDOBA, CORDOBA, Argentina",AVENIDA SABATTINI 2630,5014,,CORDOBA,3,,,
Farmacia,,903018999,AMATE,CORDOBA,,,STA ROSA C,"ENTRE RIOS 97, STA ROSA C, CORDOBA, Argentina",ENTRE RIOS 97,5196,,CORDOBA,3,,,
Farmacia,,903015734,AMBROGGIOGHERSI,CORDOBA,,,PORTEÑA,"SAENZ PEÑA 558, PORTEÑA, CORDOBA, Argentina",SAENZ PEÑA 558,2415,,CORDOBA,3,,,
Farmacia,,903007591,AMBROGIO,CORDOBA,,,SAN FCO,"SAENZ PEÑA 1591, SAN FCO, CORDOBA, Argentina",SAENZ PEÑA 1591,2400,,CORDOBA,3,,,
Farmacia,,903218379,AMECOL,CORDOBA,,,JOVITA,"AVENIDA RIVADAVIA 98, JOVITA, CORDOBA, Argentina",AVENIDA RIVADAVIA 98,6127,,CORDOBA,3,,,
Farmacia,,903204120,AMERICA,CORDOBA,,,ALTA GRACIA,"LINIERS 99, ALTA GRACIA, CORDOBA, Argentina",LINIERS 99,5186,,CORDOBA,3,,,
Farmacia,,903019070,AMERICANA,CORDOBA,,,VALLE HERM,"R DE ESCALADA 132, VALLE HERM, CORDOBA, Argentina",R DE ESCALADA 132,5168,,CORDOBA,3,,,
Farmacia,,903214263,AMMA RIO TERCERO,CORDOBA,,,RIO TERCERO,"BELISARIO ROLDAN 530, RIO TERCERO, CORDOBA, Argentina",BELISARIO ROLDAN 530,5850,,CORDOBA,3,,,
Farmacia,,903215938,AMPAIA,CORDOBA,,,MONTE MAIZ,"9 DE JULIO 425, MONTE MAIZ, CORDOBA, Argentina",9 DE JULIO 425,2659,,CORDOBA,3,,,
Farmacia,,903210316,ANA LONDERO DE ARGUELLO,CORDOBA,,,COLONIA CA,"SAN MARTIN 3895, COLONIA CA, CORDOBA, Argentina",SAN MARTIN 3895,5223,,CORDOBA,3,,,
Farmacia,,903005474,ANA MARIA GIORDANO,CORDOBA,,,CORDOBA,"STA ROSA 1101, CORDOBA, CORDOBA, Argentina",STA ROSA 1101,5000,,CORDOBA,3,,,
Farmacia,,903014318,ANA MARIA MARTINEZ,CORDOBA,,,ALTA GRACIA,"LUCAS V CORDOBA 651, ALTA GRACIA, CORDOBA, Argentina",LUCAS V CORDOBA 651,5186,,CORDOBA,3,,,
Farmacia,,903100158,ANAIN,CORDOBA,,,CORDOBA,"RONDEAU 624, CORDOBA, CORDOBA, Argentina",RONDEAU 624,5000,,CORDOBA,3,,,
Farmacia,,903222208,ANALIA CORTE,CORDOBA,,,CORDOBA,"ESTADOS UNIDOS 4111, CORDOBA, CORDOBA, Argentina",ESTADOS UNIDOS 4111,5006,,CORDOBA,3,,,
Farmacia,,903219079,ANALIA IGLESIAS,CORDOBA,,,CORDOBA,"LOPEZ Y PLANES 3548, CORDOBA, CORDOBA, Argentina",LOPEZ Y PLANES 3548,5006,,CORDOBA,3,,,
Farmacia,,903024347,ANALIA OVIEDO,CORDOBA,,,CORDOBA,"BV LOS GRANADEROS 2395, CORDOBA, CORDOBA, Argentina",BV LOS GRANADEROS 2395,5000,,CORDOBA,3,,,
Farmacia,,903017821,ANALIA SOSA,CORDOBA,,,VILLA ROSARIO,"9 DE JULIO 999, VILLA ROSARIO, CORDOBA, Argentina",9 DE JULIO 999,5963,,CORDOBA,3,,,
Farmacia,,903215894,ANDJELIC,CORDOBA,,,GENERAL DEHEZ,"JOSE INGENIEROS 42, GENERAL DEHEZ, CORDOBA, Argentina",JOSE INGENIEROS 42,5923,,CORDOBA,3,,,
Farmacia,,903222719,ANDRADA,CORDOBA,,,CORDOBA,"AVENIDA DE MAYO 1125, CORDOBA, CORDOBA, Argentina",AVENIDA DE MAYO 1125,5017,,CORDOBA,3,,,
Farmacia,,903015271,ANDREA CASCON,CORDOBA,,,CORDOBA,"CIUDAD DEL BARCO 3693, CORDOBA, CORDOBA, Argentina",CIUDAD DEL BARCO 3693,5000,,CORDOBA,3,,,
Farmacia,,903008755,ANDREA RODRIGUEZ,CORDOBA,,,CORDOBA,"RIVERA INDARTE 1398, CORDOBA, CORDOBA, Argentina",RIVERA INDARTE 1398,5000,,CORDOBA,3,,,
Farmacia,,903010571,ANDRES DE AGUIRRE,CORDOBA,,,CHAZON,"CALLE 14 379, CHAZON, CORDOBA, Argentina",CALLE 14 379,2675,,CORDOBA,3,,,
Farmacia,,903220161,ANGEL,CORDOBA,,,SALSACATE,"EJERCITO ARG 98, SALSACATE, CORDOBA, Argentina",EJERCITO ARG 98,5295,,CORDOBA,3,,,
Farmacia,,903212336,ANGELES,CORDOBA,,,CORDOBA,"MARTIN ZAPATA 4664, CORDOBA, CORDOBA, Argentina",MARTIN ZAPATA 4664,5000,,CORDOBA,3,,,
Farmacia,,903213826,ANGELES,CORDOBA,,,LOS CISNES,"BAIGORRI 68, LOS CISNES, CORDOBA, Argentina",BAIGORRI 68,2684,,CORDOBA,3,,,
Farmacia,,903105958,ANGELI,CORDOBA,,,GUATIMOZIN,"AVENIDA CORDOBA 217, GUATIMOZIN, CORDOBA, Argentina",AVENIDA CORDOBA 217,2627,,CORDOBA,3,,,
Farmacia,,903016915,ANGELUCCI DE LUCERO,CORDOBA,,,CAVANAGH,"BELGRANO 366, CAVANAGH, CORDOBA, Argentina",BELGRANO 366,2625,,CORDOBA,3,,,
Farmacia,,903216638,ANTA,CORDOBA,,,CORDOBA,"IGUALDAD 5713, CORDOBA, CORDOBA, Argentina",IGUALDAD 5713,5003,,CORDOBA,3,,,
Farmacia,,903013958,ANTINUCCI,CORDOBA,,,CORDOBA,"AVENIDA SABATTINI 2165, CORDOBA, CORDOBA, Argentina",AVENIDA SABATTINI 2165,5000,,CORDOBA,3,,,
Farmacia,,903109590,ANTON,CORDOBA,,,CORDOBA,"RODRIGUEZ PEÑA 1800, CORDOBA, CORDOBA, Argentina",RODRIGUEZ PEÑA 1800,5000,,CORDOBA,3,,,
Farmacia,,903210041,ANTONELLA VILCA II,CORDOBA,,,ALTA GRACIA,"AVENIDA DEL LIBERTADOR 1951, ALTA GRACIA, CORDOBA, Argentina",AVENIDA DEL LIBERTADOR 1951,5186,,CORDOBA,3,,,
Farmacia,,903024071,ANTONELLO-VILCA,CORDOBA,,,ALTA GRACIA,"AVENIDA DEL LIBERTADOR 1104, ALTA GRACIA, CORDOBA, Argentina",AVENIDA DEL LIBERTADOR 1104,5186,,CORDOBA,3,,,
Farmacia,,903223051,ANTONIOLLI,CORDOBA,,,CORDOBA,"AVENIDA FUERZA AEREA 2804, CORDOBA, CORDOBA, Argentina",AVENIDA FUERZA AEREA 2804,5010,,CORDOBA,3,,,
Farmacia,,903220410,APRILE,CORDOBA,,,CORDOBA,"CASEROS 3106, CORDOBA, CORDOBA, Argentina",CASEROS 3106,5000,,CORDOBA,3,,,
Farmacia,,903213611,APTEKA,CORDOBA,,,CORDOBA,"DIAGONAL ICA 430, CORDOBA, CORDOBA, Argentina",DIAGONAL ICA 430,5001,,CORDOBA,3,,,
Farmacia,,903006437,ARAN,CORDOBA,,,SAMPACHO,"SAN MARTIN 341, SAMPACHO, CORDOBA, Argentina",SAN MARTIN 341,5829,,CORDOBA,3,,,
Farmacia,,903214110,ARAOZ PAPERA,CORDOBA,,,CORDOBA,"FRAY LUIS BELTRAN 3027, CORDOBA, CORDOBA, Argentina",FRAY LUIS BELTRAN 3027,5008,,CORDOBA,3,,,
Farmacia,,903015176,ARATA,CORDOBA,,,LA FRANCIA,"BV CORDOBA 262, LA FRANCIA, CORDOBA, Argentina",BV CORDOBA 262,2426,,CORDOBA,3,,,
Farmacia,,903217324,ARAUS,CORDOBA,,,NOETINGER,"SAN MARTIN 401, NOETINGER, CORDOBA, Argentina",SAN MARTIN 401,2563,,CORDOBA,3,,,
Farmacia,,903212231,ARAYA CICCARELLI,CORDOBA,,,CORDOBA,"AVENIDA LOS CHAÑARES 165, CORDOBA, CORDOBA, Argentina",AVENIDA LOS CHAÑARES 165,5000,,CORDOBA,3,,,
Farmacia,,903207698,ARCE PUERTAS,CORDOBA,,,MONTECRIST,"DAVID LINARES 35, MONTECRIST, CORDOBA, Argentina",DAVID LINARES 35,5125,,CORDOBA,3,,,
Farmacia,,903214081,ARCOS,CORDOBA,,,CORDOBA,"CASEROS 4285, CORDOBA, CORDOBA, Argentina",CASEROS 4285,5003,,CORDOBA,3,,,
Farmacia,,903206473,ARDILES,CORDOBA,,,COSQUIN,"TUCUMAN 983, COSQUIN, CORDOBA, Argentina",TUCUMAN 983,5166,,CORDOBA,3,,,
Farmacia,,903100222,ARELLANO DE SANRAME,CORDOBA,,,CORDOBA,"SANTA ANA 2515, CORDOBA, CORDOBA, Argentina",SANTA ANA 2515,5000,,CORDOBA,3,,,
Farmacia,,903207806,ARGENTINA,CORDOBA,,,ALMAFUERTE,"PEDRO MOLINA 202, ALMAFUERTE, CORDOBA, Argentina",PEDRO MOLINA 202,5854,,CORDOBA,3,,,
Farmacia,,903218164,ARGENTINA,CORDOBA,,,NOETINGER,"25 DE MAYO 279, NOETINGER, CORDOBA, Argentina",25 DE MAYO 279,2563,,CORDOBA,3,,,
Farmacia,,903218597,ARGENTINA,CORDOBA,,,ALTA GRACIA,"AGUSTIN AGUIRRE 979, ALTA GRACIA, CORDOBA, Argentina",AGUSTIN AGUIRRE 979,5186,,CORDOBA,3,,,
Farmacia,,903220581,ARGENTINA,CORDOBA,,,CARLOS PAZ,"AVENIDA PERON 1200, CARLOS PAZ, CORDOBA, Argentina",AVENIDA PERON 1200,5152,,CORDOBA,3,,,
Farmacia,,903208057,ARGENTINA III,CORDOBA,,,CORDOBA,"ITUZAINGO 602, CORDOBA, CORDOBA, Argentina",ITUZAINGO 602,5000,,CORDOBA,3,,,
Farmacia,,903208398,ARGUELLO,CORDOBA,,,COSQUIN,"SAN MARTIN 1353, COSQUIN, CORDOBA, Argentina",SAN MARTIN 1353,5166,,CORDOBA,3,,,
Farmacia,,903212275,ARIES,CORDOBA,,,CORDOBA,"AVENIDA COLON 3239, CORDOBA, CORDOBA, Argentina",AVENIDA COLON 3239,5003,,CORDOBA,3,,,
Farmacia,,903221818,ARIES II,CORDOBA,,,CORDOBA,"AVENIDA COLON 2406, CORDOBA, CORDOBA, Argentina",AVENIDA COLON 2406,5000,,CORDOBA,3,,,
Farmacia,,903223017,ARLLA,CORDOBA,,,JESUS MARI,"JULIO A ROCA 229, JESUS MARI, CORDOBA, Argentina",JULIO A ROCA 229,5220,,CORDOBA,3,,,
Farmacia,,903022652,AROSSA,CORDOBA,,,VILLA ROSARIO,"SAN MARTIN 1098, VILLA ROSARIO, CORDOBA, Argentina",SAN MARTIN 1098,5963,,CORDOBA,3,,,
Farmacia,,903214050,ARPRA,CORDOBA,,,CARLOS PAZ,"AVENIDA SAN MARTIN 1049, CARLOS PAZ, CORDOBA, Argentina",AVENIDA SAN MARTIN 1049,5152,,CORDOBA,3,,,
Farmacia,,903209394,ARRIAGA,CORDOBA,,,LAS VARILL,"VELEZ SARSFIELD 34, LAS VARILL, CORDOBA, Argentina",VELEZ SARSFIELD 34,5940,,CORDOBA,3,,,
Farmacia,,903221402,ARRIETA BAZAN,CORDOBA,,,MALAGUEÑO,"ALTE BROWN 310, MALAGUEÑO, CORDOBA, Argentina",ALTE BROWN 310,5101,,CORDOBA,3,,,
Farmacia,,903200492,ARRIGONI,CORDOBA,,,CRUZ DEL E,"SARMIENTO 255, CRUZ DEL E, CORDOBA, Argentina",SARMIENTO 255,5280,,CORDOBA,3,,,
Farmacia,,903014274,ARTICO,CORDOBA,,,UNQUILLO,"AVENIDA SAN MARTIN 2492, UNQUILLO, CORDOBA, Argentina",AVENIDA SAN MARTIN 2492,5109,,CORDOBA,3,,,
Farmacia,,903213717,ARTIGAS,CORDOBA,,,CORDOBA,"AVENIDA BELARDINELLI 4392, CORDOBA, CORDOBA, Argentina",AVENIDA BELARDINELLI 4392,5016,,CORDOBA,3,,,
Farmacia,,903022731,ARTURO M BAS,CORDOBA,,,VILLA MARI,"ARTURO M BAS 599, VILLA MARI, CORDOBA, Argentina",ARTURO M BAS 599,5900,,CORDOBA,3,,,
Farmacia,,903008851,AS MUT CHOFERES TAXI,CORDOBA,,,VILLA CARLOS PAZ,"JUAN B JUSTO 364, VILLA CARLOS PAZ, CORDOBA, Argentina",JUAN B JUSTO 364,5152,,CORDOBA,3,,,
Farmacia,,903006097,AS MUT E C GRAL CABR,CORDOBA,,,GENERAL CABRE,"SAN MARTIN 550, GENERAL CABRE, CORDOBA, Argentina",SAN MARTIN 550,5809,,CORDOBA,3,,,
Farmacia,,903204920,ASCASUBI,CORDOBA,,,BELL VILLE,"BV ASCASUBI 498, BELL VILLE, CORDOBA, Argentina",BV ASCASUBI 498,2550,,CORDOBA,3,,,
Farmacia,,903201269,ASCOCHINGA,CORDOBA,,,LA GRANJA,"RUTA E 53, LA GRANJA, CORDOBA, Argentina",RUTA E 53,5115,,CORDOBA,3,,,
Farmacia,,903201271,ASCUET,CORDOBA,,,ARROYITO,"AVELLANEDA 202, ARROYITO, CORDOBA, Argentina",AVELLANEDA 202,2434,,CORDOBA,3,,,
Farmacia,,903209407,ASIS,CORDOBA,,,VILLA ALLENDE,"ELPIDIO GONZALEZ 65, VILLA ALLENDE, CORDOBA, Argentina",ELPIDIO GONZALEZ 65,5105,,CORDOBA,3,,,
Farmacia,,903220873,ASKIEPIOS FARMA,CORDOBA,,,LAGUNA LAR,"SARMIENTO ESQ SAN, LAGUNA LAR, CORDOBA, Argentina",SARMIENTO ESQ SAN,5974,,CORDOBA,3,,,
Farmacia,,903218365,ASOC MUT GRAL CABRERA,CORDOBA,,,GENERAL CABRE,"BV ESPAÑA 583, GENERAL CABRE, CORDOBA, Argentina",BV ESPAÑA 583,5809,,CORDOBA,3,,,
Farmacia,,903020549,ASOC.MUT.CHOFERES DE TA,CORDOBA,,,VILLA CARLOS PAZ,"JUAN B JUSTO 364, VILLA CARLOS PAZ, CORDOBA, Argentina",JUAN B JUSTO 364,5152,,CORDOBA,3,,,
Farmacia,,903014519,ASOCIACION MUT.CTRO.,CORDOBA,,,NOETINGER,"25 DE MAYO 351, NOETINGER, CORDOBA, Argentina",25 DE MAYO 351,2563,,CORDOBA,3,,,
Farmacia,,903206302,ASOCIACION MUTUAL CHOF. TAXI,CORDOBA,,,VILLA CARLOS PAZ,"AVENIDA LOS SAUCES 400, VILLA CARLOS PAZ, CORDOBA, Argentina",AVENIDA LOS SAUCES 400,5152,,CORDOBA,3,,,
Farmacia,,903005705,ATENAS,CORDOBA,,,CORDOBA,"CASEROS 940, CORDOBA, CORDOBA, Argentina",CASEROS 940,5000,,CORDOBA,3,,,
Farmacia,,903223701,ATSA,CORDOBA,,,OLIVA,"SAN LORENZO 96, OLIVA, CORDOBA, Argentina",SAN LORENZO 96,5980,,CORDOBA,3,,,
Farmacia,,903003051,AUAD,CORDOBA,,,TULUMBA,"S ROSA Y SARMIENTO, TULUMBA, CORDOBA, Argentina",S ROSA Y SARMIENTO,5203,,CORDOBA,3,,,
Farmacia,,903024551,AUBERT DEL SUD SUC 7,CORDOBA,,,UCACHA,"MISIONES 150, UCACHA, CORDOBA, Argentina",MISIONES 150,2677,,CORDOBA,3,,,
Farmacia,,903014444,AVDERO,CORDOBA,,,LA TORDILL,"AVENIDA LIBERTADOR 318, LA TORDILL, CORDOBA, Argentina",AVENIDA LIBERTADOR 318,2435,,CORDOBA,3,,,
Farmacia,,903001179,AVELLANEDA,CORDOBA,,,CRUZ DEL E,"ALVEAR 301, CRUZ DEL E, CORDOBA, Argentina",ALVEAR 301,5280,,CORDOBA,3,,,
Farmacia,,903016619,AVENA,CORDOBA,,,VILLA MARI,"MEDELLIN 5, VILLA MARI, CORDOBA, Argentina",MEDELLIN 5,5900,,CORDOBA,3,,,
Farmacia,,903023353,AVENIDA,CORDOBA,,,CARLOS PAZ,"AVENIDA SAN MARTIN 135, CARLOS PAZ, CORDOBA, Argentina",AVENIDA SAN MARTIN 135,5152,,CORDOBA,3,,,
Farmacia,,903203521,AVENIDA,CORDOBA,,,CORDOBA,"AVENIDA PUEYRREDON 1098, CORDOBA, CORDOBA, Argentina",AVENIDA PUEYRREDON 1098,5000,,CORDOBA,3,,,
Farmacia,,903208864,AVENIDA,CORDOBA,,,ALTA GRACIA,"AVENIDA HIPOLITO YRIGOY 936, ALTA GRACIA, CORDOBA, Argentina",AVENIDA HIPOLITO YRIGOY 936,5186,,CORDOBA,3,,,
Farmacia,,903210827,AVENIDA,CORDOBA,,,RIO SEGUNDO,"SARMIENTO 1102, RIO SEGUNDO, CORDOBA, Argentina",SARMIENTO 1102,5960,,CORDOBA,3,,,
Farmacia,,903222260,AVENIDA,CORDOBA,,,CRUZ ALTA,"AVENIDA KONEKAMP 586, CRUZ ALTA, CORDOBA, Argentina",AVENIDA KONEKAMP 586,2189,,CORDOBA,3,,,
Farmacia,,903208384,AVENIDA CENTENARIO,CORDOBA,,,NOETINGER,"AVENIDA CENTENARIO 415, NOETINGER, CORDOBA, Argentina",AVENIDA CENTENARIO 415,2563,,CORDOBA,3,,,
Farmacia,,903212319,AVENIDA DEL SOL,CORDOBA,,,LA FALDA,"AVENIDA EDEN 593, LA FALDA, CORDOBA, Argentina",AVENIDA EDEN 593,5172,,CORDOBA,3,,,
Farmacia,,903021501,AVENIDA S. R. L.,CORDOBA,,,VILLA MARI,"MENDOZA 1002, VILLA MARI, CORDOBA, Argentina",MENDOZA 1002,5900,,CORDOBA,3,,,
Farmacia,,903209299,AYACUCHO,CORDOBA,,,AYACUCHO,"AVENIDA JUAN B JUSTO 4092, AYACUCHO, CORDOBA, Argentina",AVENIDA JUAN B JUSTO 4092,5001,,CORDOBA,3,,,
Farmacia,,903210439,AYCAN,CORDOBA,,,CORDOBA,"AVENIDA VALPARAISO 3985, CORDOBA, CORDOBA, Argentina",AVENIDA VALPARAISO 3985,5016,,CORDOBA,3,,,
Farmacia,,903200631,AYELEN,CORDOBA,,,CORDOBA,"TOMAS DE IROBI 628, CORDOBA, CORDOBA, Argentina",TOMAS DE IROBI 628,5000,,CORDOBA,3,,,
Farmacia,,903022744,AZUL,CORDOBA,,,CORDOBA,"AVENIDA CARAFFA 2386, CORDOBA, CORDOBA, Argentina",AVENIDA CARAFFA 2386,5000,,CORDOBA,3,,,
Farmacia,,903201393,AZUL,CORDOBA,,,GENERAL ROCA,"SAN MARTIN 221, GENERAL ROCA, CORDOBA, Argentina",SAN MARTIN 221,2592,,CORDOBA,3,,,
Farmacia,,903215693,B SALUD II,CORDOBA,,,SAN FRANCISCO,"9 DE JULIO 1499, SAN FRANCISCO, CORDOBA, Argentina",9 DE JULIO 1499,2400,,CORDOBA,3,,,
Farmacia,,903205821,B SALUD S.A.,CORDOBA,,,SAN FRANCISCO,"ITURRASPE 1340, SAN FRANCISCO, CORDOBA, Argentina",ITURRASPE 1340,2400,,CORDOBA,3,,,
Farmacia,,903022278,BACCHINI,CORDOBA,,,CORDOBA,"DR LUIS AGOTE 2641, CORDOBA, CORDOBA, Argentina",DR LUIS AGOTE 2641,5000,,CORDOBA,3,,,
Farmacia,,903012344,BADALOTTI,CORDOBA,,,S MARCOS S,"ENTRE RIOS 1070, S MARCOS S, CORDOBA, Argentina",ENTRE RIOS 1070,2566,,CORDOBA,3,,,
Farmacia,,903205865,BAGGINI,CORDOBA,,,LABORDE,"SARMIENTO 402, LABORDE, CORDOBA, Argentina",SARMIENTO 402,2657,,CORDOBA,3,,,
Farmacia,,903000900,BAGGINI DE PETRUZZI,CORDOBA,,,J POSSE,"9 DE JULIO 1062, J POSSE, CORDOBA, Argentina",9 DE JULIO 1062,2553,,CORDOBA,3,,,
